,premise,hypothesis,lang_abv,label
1210,Njia hiyo inayohusiana na ujuzi inaruhusu wasimamizi wa maamuzi kuwa na uhakika wowote juu ya mambo muhimu ya bidhaa inayotengenezwa wakati wanahitaji ujuzi huu.,Wao wanataka kushiriki kile waliyotafuta tayari.,sw,1
1211,Utaona baadhi ya athari za kibinafsi za Mary kwenye kuonyesha.,Baadhi ya athari za kibinafsi za Mary zinaweza kuonekana kwenye maonyesho.,sw,0
1212,Unaweza hata kuwasiliana na daktari wa kawaida ili kutibu magonjwa yako.,Huwezi kuwasiliana na wataalamu wa kawaida wa matibabu.,sw,2
1213,Yeye ni nini unachofanya,Unafanya nini kwa nywele zako?,sw,1
1214,Hebu tuwe rahisi na usiku mzuri.,"Siku njema kwa sasa, nitakutana na wewe kesho.",sw,1
1215,"Unaweza kufikiri juu yangu, kama inahitajika, kwa dola milioni moja.",Mimi ni mzuri kwa dola milioni moja.,sw,0
1216,"Bila shaka, mtu anajisikia nyuma, wewe ni katika balon ya hewa karibu 30 meters juu ya eneo hili.","""Hakika."" mwanamume anajisikia ""kuja katika balon ya hewa ya joto kwa mita 30 juu ya ardhi",sw,0
1217,"Sehemu ya sababu ya tofauti ya bidhaa kwa ajili ya utoaji wa uwezekano inaweza kuwa kutokana na ukweli kwamba asilimia tano ya utoaji wa uwezekano wa nyumba ni taarifa, na inaonekana, lakini haijulikani, kwamba asilimia ndogo ya utoaji wa uwezekano kwenye njia za kijijini ni taarifa.","Inaonekana, lakini haijulikani, kwamba asilimia ndogo ya uwezekano wa usafirishaji juu ya barabara za kijijini zinajulikana, na sehemu ya sababu ya tofauti ya vitu kwa uwezekano wa usafirishaji, inaweza kuwa kutokana na ukweli kwamba asilimia tano ya uwezekano wa usafirishaji wa nyumba zinajulikana.",sw,0
1218,"Bila shaka, unahitaji kulipa na kuhifadhi pesa yako",Unahitaji kupakua kadi ya credit mpya.,sw,1
1219,na uh kweli wao ni juu ya kwamba wao ni mtu anayeitwa Herb Williams kwamba mimi kufikiri aina hiyo ilitakiwa kuchukua nafasi ya uh Tarpley lakini yeye uh yeye tu hawana ujuzi wa kushambulia,"Ikiwa Herb Williams alikuwa na ujuzi mkubwa zaidi, alikuwa na nafasi ya Tarpley.",sw,0
1220,Hiyo ni njia ya kuondoka kwa njia ambayo,"Kwa kweli, kuna njia ya kuondoka, ambapo hakuna njia ya kuondoka.",sw,1
1221,"Wengi ni msingi wa mifano inayojulikana kwa sekta kama vile Modeli ya gharama za ujenzi (COCOMO), PRICE, Putnam, na Jensen.",Watu wengi wanasema kuwa wanatumika kwa mifano kama mifano ya gharama ya ujenzi.,sw,0
1222,Wawakilishi watakuwa na usimamizi wa wale wanaoingia na kuondoka.,Waandamanaji walikuwa na silaha kubwa na sabuni.,sw,1
1223,"Alikuwa ndoa na Dona Filipa Moniz (Perestrelo), binti ya mfalme wa kwanza wa Porto Santo, na alikuja kwenye kisiwa kwa muda mrefu, akitoa mwana huko.","Aliendesha kwenye kisiwa lakini baadaye akaondoka kwa ajili ya mimea ya kijani, kabla ya kufa baadaye na bila mtoto.",sw,2
1224,"Sehemu ya tatu ya Tarehe 17 inaonyesha Krewski, et al.",Maonyesho ya 17 ina maonyesho mawili.,sw,2
1225,"Mtakatifu wa Afrika Kusini ambaye aliwaita Clinton kufanya hivyo ni kutafsiriwa katika gazeti kama kusema kwamba mara moja Clinton alikuja, yeye alikuwa kufikiri juu ya utukufu gani itakuwa kusababisha yeye kwa kusema mimi, tafadhali kukaa chini.",Mwanaharakati wa Afrika Kusini hakujua mtu anayeitwa Clinton.,sw,2
1226,"Ikiwa ninafanya kazi juu ya hilo, inaweza hata kuwa na uwezo wa kukusanya baadhi ya mapendekezo kutoka kwa wanachama wa Sonics.",Hakuna haja ya kuweka kazi yoyote ili kupata mapendekezo niliyotaka.,sw,2
1227,"Mafanikio katika utamaduni, kurejesha nafasi ya takatifu na kiwango na kila kitu kingine, haitashughulikia uovu wa matangazo ya benki ya ndani, Chevy dealer, na chain retailer kama mbio kwa baseball.",Maonyesho ya ndani ni nzuri.,sw,2
1228,Jinsi ya kufurahia vizuri,"Je, unakumbuka nini kuhusu silaha za moto?",sw,1
1229,Jambo la mwisho tunataka ni zaidi ya uwezekano au zaidi ya wastani wa wastani.,Wao wametumia mikono yao ili kuwashawishi zaidi.,sw,2
1230,"Hakuna, usisahau kwa ajili ya",Tafadhali jibu.,sw,2
1231,"Ili kusaidia mipango ya kuendeleza tovuti hizi, Northwest Justice Project na ProBonoNet huko New York wanatarajia watumiaji wawili wa mzunguko wa muda wote ili kusaidia wafadhili katika usimamizi wa maudhui na kuhakikisha kwamba kila tovuti ina msaada wa jumuiya yote ya serikali ya haki.",Mpango wa Haki ya Magharibi na ProBonoNet huko New York watatarajiwa kuua watu zaidi.,sw,2
1232,“Tuna uhakika wa mafanikio?”,"“Tunahitaji kushindwa, si sisi?”",sw,2
1233,"Kila mwezi Agosti, wanawake vijana wanatarajiwa kuja kwa joto la joto la joto, na baadhi hata kuongezeka kwa mita tano (30-ft) kwa ajili ya kuomba kwa ajili ya wanaume mzuri.",Wanawake kuongezeka katika mahali hii kwa joto la joto na kuongezeka juu ya milima.,sw,0
1234,"Trump, ambaye alisema atakuwa na uamuzi mpaka Machi ikiwa atakuwa rais, anaweza kulipa $ 100 milioni hadi $ 200 milioni ya fedha yake mwenyewe kwenye kampeni.","Hata kama atakuja kutoka kwa Rais, kampeni ya Trump haitakuwa na fedha yoyote yake.",sw,2
1235,Kuna aina hii ya muziki bado inapatikana,"Je, aina hii ya muziki bado ni jambo?",sw,0
1236,Watoto hawawezi kuelewa,Mtoto mdogo anajua vizuri.,sw,2
1237,Sasa tunajua bora na si kwa ajili ya vizazi vipya ni wakati ambapo hakuna simu za mkononi kwamba pengine ilikuwa ya kutisha Mtindo wa zamani wa kipindi ambapo hawapendi kuwa [...],Mtu huyo alikuja kuwasili tarehe 12 Agosti.,sw,1
1238,"Alikuwa amekusanya kwa ajili ya nchi mengi ya utajiri wa binafsi wa wafalme, lakini alijua kuwa ni vigumu kupunguza nguvu za wamiliki wa ardhi ambao walikuwa na mawasiliano makubwa na viungo vya kuhifadhi zaidi katika chama chake cha Bunge.","Alikuwa na muda rahisi wa kuchukua fedha kutoka kwa wamiliki wa ardhi katika mawasiliano na chama chake cha Congress, lakini hakuwa na uwezo wa kupata mikono yake juu ya utajiri wa rais binafsi.",sw,2
1239,"Sisi heshima yao kwa sababu wao ni smart, au zaidi kujifunza, au zaidi kuhusiana kuliko sisi ni.",Hatuwezi kuwa na mapenzi mbaya kwa ajili yao.,sw,2
1240,Usisahau juu ya soko la baridi karibu na baridi.,Mchakato wa hewa karibu na Wharves hauwezi kupoteza.,sw,0
1241,Yeah yeah yeah vizuri kwa sababu hii ni njia yao wanaweza kuonekana nje lakini mtoto kuna mengi ya kwenda huko,Kila kitu unachoweza kuona juu ya kisiwa ni kila kitu.,sw,2
1242,"Wamarekani wapya walifanya biashara na Sugar, bidhaa ya upendo wa wakati huo, na Uingereza na Flanders, na walionyesha kuwa wenye ujuzi katika utendaji wa mazao.",Salsa ilikuwa bidhaa ya utulivu wa wakati huo.,sw,2
1243,Jambo la kweli ni kwamba sauti ya kwanza haina maana ya kitu.,"Ni sahihi kwamba hawawezi kucheza vizuri katika msimu wa kwanza, kwa sababu haina maana.",sw,1
1244,"Matokeo yake yalikuwa pamoja na hatua za usahihi, haraka na wakati, gharama ya moja kwa moja, furaha ya wateja, na maendeleo na furaha ya wafanyakazi.",Gharama ya kipekee sio ufafanuzi iliyoandikwa kwenye tarakilishi.,sw,2
1245,"Lakini alisema alijua kwamba Ledfords walijua kwamba wanaweza kufikia tu ikiwa anatoa mapato yaliyotolewa, kwa kawaida mapato ya biashara yasiyoandikwa ambayo huongezeka kwa kiwango cha faida cha mshahara.",Alisema pia kuwa ni muhimu kurejesha kodi.,sw,1
1246,kuona uhalifu sana kwenye televisheni na wanafikiri ni njia ya kwenda mimi sijui nini unakumbuka,TV ina uhalifu wengi kuonyesha juu yake.,sw,0
1247,Um-hum yeah sisi bado ni kiasi gani unajua katika majira ya baridi kama ni hapa,"Kwa hiyo, bado ni majira ya baridi hapa.",sw,0
1248,"Kwa kweli, kwa kweli, hatujawahi kuona mmoja wao.",Sikuwahi kuangalia moja kwa moja.,sw,0
1249,Katika fulcrum kuna bar ya kahawa na kafe chini ya televisheni ya screen kubwa iliyopangwa na vituo vya kusikiliza CD.,Kuna screen kubwa ya TV juu ya bar ya kahawa na cafe.,sw,0
1250,"Hatimaye, FDA itakuwa kuendesha majaribio, kutoa maelekezo ya ushauri na video, na kuendesha mkutano wa simu ili kusaidia makampuni ndogo kufuata sheria.",FDA itachapisha video tu.,sw,2
1251,"Badala yake, tunaweza kutaka kwamba, kulinganishwa na mipangilio mengine, uzito wa matatizo ya alkohol kati ya wagonjwa wa ED hufanya ni thamani ya kuzingatia kwa makini.",matatizo ya ED na ukiukwaji wa madawa ya kulevya ni kabisa haijulikani.,sw,2
1252,"Mkataba wa Ovitz, hata hivyo, haukuwa na bidhaa hizi.",Mkataba wa Ovitz ulikuwa na bidhaa hizi zote.,sw,2
1253,Sikuwahi kusema wewe ni mwanamume.,Niliwaambia kuwa wewe ni mchawi.,sw,2
1254,"Hii ilikuwa kutumika kwa madhumuni ya kiroho, kuwezesha maumbile ya maagizo ya maagizo ya maagizo ya maagizo ya maagizo ya maagizo ya maagizo ya maagizo ya maagizo ya maagizo ya maagizo ya maagizo.",Maandiko yalihamishwa kwa Luxor kwa ajili ya maadhimisho na maadhimisho mengine.,sw,0
1255,“Tuna uhakika wa mafanikio?”,“Tunahitaji kuwa na mafanikio?”,sw,0
1256,Hii tu inaweza kuwa na matumizi ya thamani.,Hii inaweza kuonyesha thamani kwa wenyewe.,sw,0
1257,"Mimi kwa mara ya kwanza nilitoka juu ya mstari, na kuweka macho yangu katika mikono yangu, kusimama 'Mungu!","Nilikuwa nikitumia ardhi yangu kwa siku, lakini nilianguka na kuanza kuogelea.",sw,1
1258,"Je, ilikuwa ni uamuzi wa ajabu kutoka kwao, au alikuwa tayari kufikiri wakati alikuja kutoka kwangu masaa kadhaa kabla?","Alikuwa katika uchafu wa wakati sisi walikuwa kuzungumza, ambayo ilikuwa mbaya sana.",sw,1
1259,"Sheria inawakilisha uuzaji wa sigara na sigara isiyo ya sigara kwa watu chini ya umri wa miaka 18; inahitaji wauzaji, wauzaji, na wateja wa kibiashara kutimiza masharti mbalimbali kuhusu uuzaji na usambazaji wa bidhaa hizi; inahitaji wauzaji wa kibiashara kuangalia umri wa wateja kwa njia ya picha; inahitaji kuzuia aina zote za bure; inahitaji kuzuia usambazaji wa bidhaa hizi kwa njia ya mashirika ya uuzaji na usambazaji wa kujitolea kwa kuruhusu njia hizi za uuzaji tu katika maeneo ambayo upatikanaji wa watu chini ya umri wa miaka 18 ni halali; inahitaji kuzuia matangazo na maonyesho ambayo watoto na wasichana wanakabiliwa; inahitaji kuzuia matangazo","Kanuni hiyo itatumika kuanzia Januari 1, 2017, katika nchi zote za 50.",sw,1
1260,Mimi kabisa ni pamoja na yako kuchukua Jerry.,"Nilikuwa na kazi katika Bent Waters, lakini tu kwa muda mfupi.",sw,1
1261,"Uchaguzi wa 2000 ilionyesha Illinois na watu zaidi ya 35,000 wanaofaa kwa huduma za LSC kwa sababu ya mapato ya chini, karibu $ 22,000 kwa mwaka kwa familia ya nne, Kleiman alisema.",Kazi ya chini ni sababu ya pekee ya kutosha katika huduma za LSC.,sw,1
1262,"Sehemu ya sababu ya tofauti ya bidhaa kwa ajili ya utoaji wa uwezekano inaweza kuwa kutokana na ukweli kwamba asilimia tano ya utoaji wa uwezekano wa nyumba ni taarifa, na inaonekana, lakini haijulikani, kwamba asilimia ndogo ya utoaji wa uwezekano kwenye njia za kijijini ni taarifa.",Sababu ya kuongezeka kwa idadi ndogo ya usafirishaji wa uwezekano kwenye barabara za kijiji inaweza kuwa wazi zaidi katika siku zijazo.,sw,1
1263,Hakuna mtu yeyote anayejua jinsi ya kufanya kazi na jinsi ya kufanya kazi.,Kuna wagombea wengi ambao wanashangaa dhidi ya wagombea.,sw,2
1264,"Kwa njia hii, unaweza kukua rose ambayo inakua katika bustani yako, na rose kutoka kwenye bouquet.",Bhansi Ghat ni maarufu kwa uwezo wa kuchukua barabara.,sw,1
1265,"Je, yeye alikuja kwako?",Mtu alijibu kama mwanamke alikuja kwa mtu mwingine.,sw,0
1266,Kwa sababu makala hayawezi kusema hivyo.,Makala hii haikuelezea hili.,sw,0
1267,Mchakato wa Kal.,"Baada ya hayo, Mwalimu alifunga kichwa chake upande wa upande.",sw,2
1268,"Na hao ni watu ambao unajua, unaweza kurejesha baadhi yao ambao unajua daima.","Ikiwa watu mara kwa mara hufanya makosa sawa, kwa nini kuogopa kuondoka?",sw,1
1269,"Katika hali hiyo, ubaguzi wa bei inaweza kuishi.","Wakati wa kukabiliana na bidhaa kubwa ya tiketi, bei inaweza kuongezeka.",sw,1
1270,"Unafikiri nini utakuwa wakati wewe kukua, mwanasheria Smith alisema.",Hakuna ndoto kwa ajili ya baadaye.,sw,2
1271,Mtazamo kwamba msimamo wa Clinton ni jambo jipya na isiyojulikana katika nchi ni kihistoria kidogo.,Maadhimisho ya Clinton ni matokeo ya nchi kufurahia athari ambayo serikali imekuwa na uchumi.,sw,1
1272,"Inaonekana na anahisi nzuri, anasema John.",Jon alikuwa anazungumza na mtu ambaye alikubaliana juu ya mambo mengi.,sw,1
1273,"Bettelheim alikufa mwaka wa 1990, kwa hakika alichukuliwa kuwa maisha haiwezekani, licha ya (au kwa sababu) fikti zake.",Bettelheim alihamisha mwenyewe mwaka 2005.,sw,2
1274,"Mji huu, ambayo ilifungwa kati ya 6500 na 5500 BC, alikuwa na nyumba za mita ya mita na nyama zilizotungwa na maonyesho ya mita, baadhi ya ambayo hutoa mifano ambayo bado yanaonekana kwenye kilimu za Anatolia.",Nyumba katika mji huu ni kuanguka na iliyoundwa na mti.,sw,1
1275,Siku hizi hakuna kitu kingine kimoja isipokuwa msingi.,Maeneo ya msingi yamebadilishwa.,sw,2
1276,Njia hiyo inayohusiana na ujuzi inaruhusu wasimamizi wa maamuzi kuwa na uhakika wowote juu ya mambo muhimu ya bidhaa inayotengenezwa wakati wanahitaji ujuzi huu.,Wao walikataa kusaidia katika mchakato.,sw,1
1277,"Kazi hii ya ajabu ya Victorian-Gothic ni maarufu kwa vichwa vya kamili vya kuvutia karibu na msingi wa vichwa vyao (satu vichwa, ambayo inajulikana kwa wanachama wa klabu, inaonyesha monkeys kucheza billiards).",Mji wa Victoria-Gothic ni maarufu kwa washirika wao wenye nguvu.,sw,2
1278,"Na kwa hakika, idadi inaonekana chini sana kwangu.",Idadi hii inaonekana chini kwa maoni yangu.,sw,0
1279,Hiyo ni kwa nini tulijaribu kuua.,Hiyo ndiyo sababu tumeokoa maisha yako.,sw,2
1280,Hii inaweza kuanza kuharibu mazoezi ya sayansi mwenyewe.,Hii inaanza kuharibu mazoezi ya sayansi.,sw,0
1281,Tovuti hii ina orodha ya washindi wote na database ya utafutaji wa makala ya Serikali.,Makala za Serikali zinazotumika kwenye tovuti hazitaweza kutafuta.,sw,2
1282,"Mykonos imekuwa na mwanzo wa kichwa kwa sababu kupanda ni wasiwasi kwa sababu kamwe haijulikani hapa (kwa bahati mbaya, hakuna maeneo ya kale kuhifadhiwa).",Ulinzi wa maeneo ya kale ni sababu ya kuzuia maeneo mengine.,sw,1
1283,Haikuwahi kuwa na furaha.,Alikuwa mgonjwa sana.,sw,2
1284,"Kile kinachohitajika, pamoja na mpango wa kuondoka, ni mpango wa ufanisi wa kuimarisha hali kwa wale waliopotea.",Wale waliopotea watahitaji mpango wa kuimarisha hali ikiwa hawataweza kuondoka.,sw,0
1285,"Rakhine zilizotumwa au zilizotumwa wamekuwa wakulima katika ulimwengu wa milima kwa miaka 20 iliyopita na kuharibiwa mimea ya mimea, mimea ya maji na mimea, na mimea ya mimea ya mimea ya mimea, gazeti ilisema.","Rackons, kama wao ni kuondoka au kuondoka, huenda kwenda nje ya bahari - hii ni kile kilichotokea kwa miaka 20 iliyopita.",sw,1
1286,"Kalenda ya Kichina ilitumiwa kutarajia mwaka wa uanzishaji wa Japan kwa kutarajia miaka 1,260 ya sikukuu ya Kichina ya Kosmologia.",Tarehe ya mwaka wa uanzishaji wa Japan ilikuwa sahihi sana.,sw,1
1287,Wafanyakazi pia wanawakilishwa katika haki za kibinadamu na mashtaka ya kukabiliana.,Baadhi ya wafanyakazi wanawakilisha katika haki za kibinadamu na mashtaka ya kukabiliana.,sw,0
1288,Mchezo wa billiards pia ni chafu.,Watu kama bilioni.,sw,0
1289,"Ni vigumu tu, walikuwa na silaha isiyo na mwisho... tu tulikuwa na silaha nyingi.",Wao walikuwa na silaha nyingi zaidi kuliko tulivyofanya.,sw,0
1290,Siku hiyo ya kwanza ya mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko wa mzunguko.,Ufalme hauwezi kuongezeka kwa kiasi kikubwa na hauwezi kuongezeka.,sw,2
1291,Utafiti wa 1997 wa Henry J. Kaiser Family Foundation ilionekana kwamba Wamarekani katika mipango ya matibabu yanayotumika kwa msingi ni rahisi na matibabu yao wenyewe.,Taasisi ya Henry Kaiser inaonyesha kuwa watu watakuwa na furaha kwa jinsi huduma zao za afya ni,sw,1
1292,Mimi si tu nilichapisha,Sijaribu tu kwa kuvutia.,sw,2
1293,"Hata hivyo, hali ya kutosha na ya juu ya kesi ya revisionist, ilifanya moja kubwa kwamba Marekani ilikuwa na maslahi ya kitaifa na ya kiuchumi wazi na alijua Vita Kuu ni njia isiyo ya kawaida ya kutafuta.",Hali ya revisionist ilisababisha Marekani kubadilisha sera yake.,sw,1
1294,"Wamarekani, hata hivyo, wanakabiliwa na mshindi wao wa kisiwa kama wa thamani ya Blake, Keats, Hardy na Auden (Times of London).",Uingereza ni taifa la kiburi zaidi katika nchi ya Ulaya.,sw,1
1295,"Katika picha, wanyama daima wana restorant katika Underworld.",Wanyama wanaweza kuonekana katika picha za dunia ya chini.,sw,0
1296,Mchakato huyo alishindwa kwa sababu ya mstari mmoja tu.,Mshambuliaji alishambulia mwanamume katika uso wake.,sw,2
1297,"Alikuwa amekusanya kwa ajili ya nchi mengi ya utajiri wa binafsi wa wafalme, lakini alijua kuwa ni vigumu kupunguza nguvu za wamiliki wa ardhi ambao walikuwa na mawasiliano makubwa na viungo vya kuhifadhi zaidi katika chama chake cha Bunge.","Alikuwa na uwezo wa kuchukua mengi ya utajiri wa kiongozi kwa ajili ya serikali, lakini ilikuwa vigumu kupata mamlaka kutoka kwa wamiliki wa ardhi katika uhusiano na vipengele vya kuhifadhi wa chama cha Congress.",sw,0
1298,Kila chumba kilikuwa na sofa ya ngozi na mita tatu za kupumzika kwa wanafunzi kuogopa baada ya siku nzima ya kazi ngumu.,Wanafunzi walipokea nyumba na sofa na mita ya kusafiri.,sw,0
1299,Kwa ajili ya mabadiliko mimi kupata mimi kuwa na ugonjwa wa baridi tu kuangalia kila kitu hivyo kufa mimi heshima kwamba,Mwezi huu ni muda mrefu.,sw,1
1300,kuangalia na wewe kujua na kama ni kama ni funny au kama ni kuhifadhi maslahi yangu kama ni ya kuvutia mimi kuangalia kama si mimi si na wakati kwamba mimi kuangalia kwamba au sehemu ya kwamba haikuwa yoyote ni si kubwa Thirty Something mimi kuangalia mara kadhaa kwa sababu ilikuwa baadhi ya matukio mazuri na kisha baada ya hayo ni mimi tu kupoteza maslahi yake,Baadhi ya matukio yalikuwa moja ya matukio yangu favorite mpaka nilipoteza maslahi yake.,sw,1
1301,Yeye alikuwa timu yangu favorite kwa muda mrefu.,Alikuwa timu mbaya zaidi ya kila wakati.,sw,2
1302,"Kisha, na baada ya kuondoka kwa Colorado.",Nimesafiri kwa gari kwa Zaidi ya saa mbili hadi hapa.,sw,2
1303,Time inaeleza kuwa Harrer huja kuwa alijua kuwa yeye ni.),Harry alikuwa anajua kwamba yeye alikuwa.,sw,2
1304,Mimi kabisa ni pamoja na yako kuchukua Jerry.,"Je, wewe ni kutoka Marekani?",sw,2
1305,Tunatarajia kupata maoni kutoka kwa wasomaji wa makala hii.,Watu wanapinga kuwasilisha maoni juu ya ripoti hiyo.,sw,2
1306,"Unaweza kusema kuwa ni mwakilishi wa vifaa hivyo.""Hanson alijaribu kujifunza tena, kwa kutumia lens ya diamond moja ya barabara iliyotolewa kwake.","Nyama ya Hanson ilikuwa karibu kuwasiliana na hilo, kwa sababu alijaribu kwa makini.",sw,1
1307,"Wafanyabiashara walifanya kazi na msaada wa kisheria mpya wa Kamati ya Hatari ya Minnesota State Bar Association (MSBA) ili kuunda kituo cha msaada wa serikali ya Minnesota Legal Services Coalition na nafasi ya Mkurugenzi wa Huduma za kisheria wa kujitolea, sasa Msaada wa Mkurugenzi wa Haki katika Minnesota State Bar Association.",Msaada wa kisheria wa Tume ya Wawakilishi ina wanachama saba.,sw,1
1308,Chini ya chakula hicho kilikuwa na chakula cha wanyama.,Hakuna kitu chochote kimoja isipokuwa chakula cha nyama.,sw,1
1309,Programu ambayo hufanya hivyo kwa kawaida ina gharama za mafanikio na mipango ya matokeo.,Hakuna moja ya mipango ina gharama ya mafanikio.,sw,2
1310,Hii ni kweli mimi si kufikiri juu ya hii,Mimi nilijua kuhusu mtazamo mpya.,sw,0
1311,Hii ilikuwa utumwa na mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo wa mfululizo katika 1996.,Sehemu ya kusafiri ya 125 ilikuwa ndogo sana kwa ufanisi bora.,sw,1
1312,"Porches na tabia, mifano ya maisha ya kijamii ya kuvutia, kuacha kutumika kama maeneo ya kukutana kwa sababu ya kawaida - hali ya hewa.",Watu tu wanapenda kuwa na furaha ndani badala ya nje katika nishati ya kuvutia.,sw,0
1313,"Bar na maonyesho na muziki ya kuishi ni pamoja na Sky Lounge katika Sheraton Hotel & Towers, Tsim Sha Tsui; na Cyrano katika kisiwa Shangri-La katika Pacific Place.",Hakuna mengi katika njia ya furaha ya kuishi.,sw,2
1314,"Shukrani kwa Mwenyezi Mungu, Sikuwahi kusafiri","Miji ya Midland ni ghafla, hivyo nina furaha kuwa hakuja hapa.",sw,1
1315,Baadhi ya vifaa vimechukuliwa na kuhifadhiwa katika vifaa vya usambazaji.,Wao walikamatwa lakini hawakufa.,sw,2
1316,"Kwa mfano, Bruce Barton's The Man Nobody Knows, mshambuliaji bora katika 1925-26, inaonyesha Yesu kama mwanamume wa biashara wa mwisho.","""Mtu Hakuna anajua"" ya Bruce Barton, haijawahi kuwa mtumiaji bora.",sw,2
1317,Alikuwa kwa haraka.,Alikuwa amefungwa haraka sana.,sw,0
1318,Kuna jambo moja tu kwa ajili yangu kufanya.”,Nimechukua kitu kimoja tu kwa kufanya.,sw,0
1319,Hii ilikuwa imefanya na Cadets (Democrats Mkataba) chini ya Prince Lvov.,Kadieti walifanya hivyo chini ya Mfalme Vlad.,sw,2
1320,Ni vigumu wakati wewe kufikiri juu ya jinsi yeye alivyoandikwa na kitu kingine maandiko ni aina ya,Nadhani yeye alichapisha wakati alikuja kunywa usiku.,sw,1
1321,"Wao huonekana kama nzuri kama wapya.""Watuchukua kwa makini na kuondoa mafuta.",Mafuta ya mafuta itakuwa nzuri kwa miezi kadhaa ya matumizi.,sw,1
1322,Uharibifu wa Ufalme wa Uingereza nchini India umeanza.,Mkataba huo ulianza kuongezeka kwa Ufalme wa Uingereza nchini India mwaka 1910.,sw,1
1323,"Wakati Mr. Hastings na Mr. Lawrence walikuja usiku wa jana, waliona msichana wako alifanya kazi ya kuandika barua.",Siku iliyopita hakuna mtu aliyeona msichana wako.,sw,2
1324,Mtu alirudi kidogo na kuondoa mti kutoka kwenye hewa.,Mtu huyo alikuja karibu na mti wa ndege.,sw,0
1325,Shuman anasema kwamba Linux hutoa interface ya mtumiaji ya graphics.,Alikuwa na wasiwasi kuhusu jukwaa hilo.,sw,0
1326,"Katika mipango ya utafiti inayohusiana na ufuatiliaji wa takwimu, kiwango cha uhakika ni kama matokeo yatakuwa na uwezekano wa kutokea kwa ufuatiliaji baada ya usambazaji sahihi ili kuondoa usambazaji wa mbadala.",Mtazamo wa utafiti inaweza kulingana na ufafanuzi wa takwimu katika mashirika tofauti.,sw,1
1327,"Katika kipindi cha Deng Xiaoping, Beijing ilijaribu kuimarisha uhusiano mzuri wa kidiplomasia.",Beijing ilitaka kujenga uhusiano mzuri.,sw,0
1328,"Siku inayofuata walikula chakula cha kutosha, miili miwili ya mafuta, na miili miwili iliyopangwa katika mafuta ya wanyama juu ya mti wa nyekundu.",Wao walikula chakula cha asubuhi ambayo ilipangwa katika chumba cha mti.,sw,0
1329,"Wote wawili walikuwa kuendeshwa na waandishi (Paul Williams, Jann Wenner) ambao waliona nyota za rock kama wasanii wa kisasa na sauti za kizazi wao.",Watafiti waliofanya kazi zao hawakuwa na heshima kwa nyota za rock.,sw,2
1330,Chini ya Chini ya Chini ya Chini ya Chini,Kuna buffet kwa ajili ya chakula cha jioni na jioni.,sw,1
1331,Sasa tunajua bora na si kwa ajili ya vizazi vipya ni wakati ambapo hakuna simu za mkononi kwamba pengine ilikuwa ya kutisha Mtindo wa zamani wa kipindi ambapo hawapendi kuwa [...],Jon alijua kwamba kila kitu kinapaswa kuwa kama ilivyokuwa.,sw,2
1332,"Habari ni sekta ya uuzaji wa rasilimali ya karne inayofuata, na maana ya mali ya kimaadili - muda wa miaka 150 - hutokea wakati watu binafsi au makampuni wanashikilia claims maalum na kuingizwa katika muundo wa haki za binadamu, marekebisho, na patent.",Utajiri wa kimaadili ni neno lililotengenezwa katika kipindi cha miaka ya hivi karibuni.,sw,2
1333,Makala ya vijana wenye ujuzi na wanawake inaweza kuwa pamoja na wateja wote wa huduma za afya au msaada mwingine wa umma (ikiwa ni pamoja na binti za wateja) ambao wana mamlaka ya kutoa makubaliano yaliyoandikwa kwa mchakato wa kupanda.,Wanawake ambao ni katika afya ya afya wanatakiwa kwa mchakato wa kupambana na implant.,sw,1
1334,yeah hivyo ni rahisi kufanya mimi ni kweli kufurahia kupata moja ya aina hii ya mke wangu imekuwa kuzungumza juu ya hii katika miaka miwili iliyopita moja ya aina ya kampers kwamba pop-up hivyo ni kuhusu uh labda nane mita mita na lakini tu kuhusu mita mbili juu na wakati wewe kupata ambapo wewe ni kwenda ni kuongezeka na kuna vifaa kuongezeka,Mimi napenda kuwa mmoja wa washambuliaji hao.,sw,0
1335,"Siku hiyo ni ufafanuzi wa furaha ya watu, ikilinganishwa na maonyesho ya Rockettes, Mormon Tabernacle Choir, na Santa Claus (mchezo si kamili bila maumivu; pia kuna wakati mzuri sana unaohusiana na ugonjwa wa moyo).","Ikiwa Santa Claus ana ugonjwa wa moyo, Rockettes watakuwa na kuokoa Krismasi.",sw,1
