,premise,hypothesis,lang_abv,label
906,Saddam könnte in den Augen der arabischen Welt verstärkt (und Amerika verärgert) auftreten.,Saddam könnte stärker werden.,de,0
907,Ich bin nicht genau sicher,"Ich bin nicht genau sicher, ob Sie über Ihre Probleme wissen.",de,1
908,"Trump, der sagte, dass er bis März entscheiden würde, ob er für den Präsidenten ausgeführt wird, würde wahrscheinlich 100 bis 200 Millionen US-Dollar seines eigenen Geldes auf eine Kampagne ausgeben.","Im März hat Trump beschlossen, dass er nicht für den Präsidenten geeignet war.",de,1
909,"Es hat als Festung für die Gallo-Römer, die Visigoten, die Franken und die mittelalterlichen Franzosen diente (sie können die Schichten ihrer Masonry in den Ramparten sehen).",Die Festung wurde mehrmals zerstört.,de,1
910,Aber sie erreichten eine Schrubber in der Nähe des Hauses völlig unbelastet.,"Versuchen Sie, wie Sie können, sie konnten nicht unbeunruhig die Schrubber zu erreichen.",de,2
911,Die archierte Gateway führt zu einem großen Schwimmbad und den Ruinen eines römischen und byzantinischen Badkomplexes.,Die römischen und byzantinischen Bäder werden auf getrennten Geschichten gebaut.,de,1
912,Millionen sparen in diesem Jahr.,Millionen wurden in nur einem Jahr verloren.,de,2
913,"Ich würde glauben, dass sich jemand dafür kümmert hat.""",Jemand mußte sich dafür kümmern.,de,0
914,Tatsächlich werden Sie belohnt werden.,"Wahrlich, ihr werdet einen Preis bekommen.",de,0
915,"Obwohl sie offensichtlich durch ihre Sklaverei eingeschränkt waren, entwickelten die Schwarzen jedoch eine Kultur, die reich an religiösen Beobachtungen, Volksgeschichten, Familientraditionen, Songs und so weiter war.",Ihr traditionelles Leben hält sie zurück.,de,1
916,"richtig ja, das ist es immer nützlich, dass diese Kreditkarte für was auch immer es ist, dass Sie es benötigen","Es ist nicht notwendig, eine Kreditkarte zu haben.",de,2
917,"und uh es kann eine mexikanische Pizza manchmal beide zusammen um zusammen und sehen, was wirklich lustig ist auch Sie wissen, dass sie normalerweise direkt für Gemüse geht, es sei denn, sie hat französische Fries",Der französische Fries ist in diesem Land sehr beliebt.,de,1
918,"Die Kosten, die in der Berechnung der Nettokosten für Bildung und Ausbildungsprogramme enthalten sind, die zur Erhöhung oder Erhaltung der nationalen wirtschaftlichen Produktivität gerichtet sind, werden als Investitionen in menschliches Kapital als erforderliche zusätzliche Verwaltungsinformationen mit den Finanzberichten der Bundesregierung und ihrer Bestandteile gemeldet.",Die Nettokosten für Bildungsprogramme können als Mittel zur Erhöhung der Produktivität berechnet werden.,de,0
919,"Eine detaillierte englische Erklärung des Plots wird immer bereitgestellt, und drahtlos aufgeführte Kommentare sind manchmal verfügbar.","Ein detailliertes Plakat, geschrieben in Englisch, ist immer verfügbar und ein Audiokommentar ist manchmal verfügbar.",de,0
920,"Sie werden sagen ja, warum du nicht kaufst, warum du nicht versuchst, etwas mehr mainline","Sie werden Sie fragen, warum Sie etwas mehr mainline nicht getan haben.",de,0
921,"Okay, ich werde es in den Sinn halten, ja, du dient es dir selbst oder der für eine Familie","Ich glaube, ich werde es vergessen, du musst mich daran erinnern.",de,2
922,"Die Überlebenskurve jedes Individuums, oder die Wahrscheinlichkeit, über einen bestimmten Alter zu überleben, sollte sich als Folge einer Verbesserung der Umweltqualität ändern.","Die Menschen werden länger leben, wenn sie viel frischer Luft bekommen.",de,1
923,"Zunächst können wir erkennen, und vielleicht sogar etwas tun, dass einige der Unwirkungen aus der Globalisierung, wie z. B. Verschmutzung und kulturelle Zerstörung fallen.","Wir können erkennen, dass es aus der Globalisierung fällt.",de,0
924,"Ja, und ich werde das tun, manchmal werde ich mich setzen, nachdem ich das in meinen Rücken in meinen Saucepan schenke, werde ich die Eier in das gleiche Gerät schenken und sie schlagen, und dann schenke ich den Kuchenstärk und die Milchmischung in das Ei so",Manchmal sage ich die Eier in das gleiche Gerät und füge den Kornstark hinzu.,de,0
925,gut in einer Art und Weise können Sie Licht reisen,Sie werden nicht viel packen müssen.,de,0
926,"Solche vielfältigen Reifenbewohner wie die Parrotfisch und die französische Engelfisch, zusammen mit seltsam geformten Korallen, Kräutern oder Turmen, die sich in Schlössern verstecken, können für die Betrachtung in diesen sauberen Wassern, wo die Sichtbarkeit von 30 m (100 ft) üblich ist.","Es ist oft schwer, Turm zu sehen, weil sie so gut versteckt sind.",de,1
927,Jon zieht es heraus und steckt wieder in den Hals des Mannes.,"Jon schmückte das Blatt, nachdem er den Mann in den Hals schmückte.",de,1
928,"ich glaube ja ich glaube und ich glaube, dass es wirklich wichtig ist","""Ich glaube wirklich, dass das wirklich wichtig ist.""",de,0
929,"Während die NIPA-Massung spiegelt, wie staatliche Einsparungen die für Investitionen verfügbaren nationalen Einsparungen beeinflussen, ist die einheitliche Haushaltsmaßnahme das häufigere Referenzrahmen für die Diskussion über Bundesfinanzpolitik.","Die NIPA-Mission spiegelt die Auswirkungen der staatlichen Einsparungen auf die für die Investition verfügbaren nationalen Einsparungen, aber die vereinigte Haushaltsmaßnahme wird häufiger verwendet.",de,0
930,"Meine Güte, es ist schwer zu glauben, ich dachte nicht, dass es jemanden in diesem Land gibt, der diese nicht gesehen hat.","Wow, ich dachte nicht, dass es für jemanden im Land möglich war, das nicht zu sehen.",de,0
931,"Heute ist die Straße mit kommerziellen Schiffen, Fähren und Fischereifahrzeugen beschäftigt, und ihre Holzstrände sind mit schönen Fischerdörfern, alten osmanischen Häusern und den Villen der reicheren Bürger von Istanbul verbunden.",Istanbul gilt als ein dritter Weltland.,de,1
932,"Ich weiß nicht, ob Sie einen Ort haben, der UH genannt wird oder Sie wahrscheinlich etwas ähnliches haben, das wir Service Merchandise nennen.","Es gibt in der Regel einen ähnlichen Ort, wo immer Sie gehen.",de,1
933,Von Port-Louis bis zur Westküste von Grande Terre bis zu Pointe Pitre gibt es riesige Mangrove.,Von Port-Louis bis nach Pointe Pitre gibt es riesige Magnolia-Swampen.,de,2
934,"Glaubst du, dass Frau Inglethorp einen Willen gemacht hat, ihr ganzes Geld an Frau Howard zu verlassen?",Ich schrie an der Spitze meiner Lunge.,de,2
935,"Alles, was Sie wissen, denken, dass sie Geld und Arbeitsplätze und Erfolg und alles haben werden, und dann haben sie dann keine Arbeitsplätze und sie endet ohne Zuhause und niemand kennen und kein Geld und es ist schrecklich","Sie glauben, dass sie Geld und Erfolg haben, aber mit nichts endet.",de,0
936,Sie legen es dann in den Kühlschrank oder Sie,Sie haben keinen Kühlschrank.,de,2
937,"Christus auf einem Kletter, was muss er tun, um Ihre Unterstützung zu verlieren, steckt David Geffen mit einem Küchenkniv?",Sie haben eine extreme politische Hingabe.,de,1
938,"IDAs sind speziell in der Tat, dass niedrige Einkommensbesparende entsprechende Mittel von Bundes- und staatlichen Regierungen sowie Organisationen des privaten Sektors als Anreize erhalten, um zu sparen.","IDAs sind speziell, dass niedrige Einkommensbesparende unterschiedliche Mittel von Bundes- und Staatsregierungen erhalten.",de,2
939,"Für eine Sache, Herr Franklin, wirst du scheinen, dass du deine... Re-Update... extrem gut nimmst.",Herr Franklin nimmt die Situation sehr gut an.,de,0
940,"ja, ich bin eine Art Aktionsprozessingenieur, aber nicht offiziell, aber das ist ziemlich das, was ich tue ja","Ich bin eine Art Aktionsprozesswissenschaftler, aber offiziell verwalte ich die Mail für die Woche.",de,1
941,"Was habe ich danach mit ihnen zu tun?""","Es ist die Verantwortung des Erzählers, sich um sie zu kümmern.",de,1
942,"weil ich meine, ich weiß nicht, dass es nur etwas ist, ich denke, etwas, was wir brauchen",Ich denke es ist völlig unnötig.,de,2
943,"Wir sahen ein ganz neues Modell entwickeln - ein ganzheitlicher Ansatz für die Rechtsanwalt, einstop-shopping, sagte sie.",Sie diskutierte über die Bequemlichkeit des holistischen Rechtsanwaltes.,de,0
944,Doch der Film kommt nicht viel.,Dieser Film war nicht viel wert.,de,0
945,Ich mag die Moody Blues,Die Moody Blues sind meine Lieblingsband.,de,1
946,Ein 23-jähriger Assistant des Weißen Hauses wurde über einen dreifachen Mord in einem Starbucks in Georgetown untersucht.,Keiner der Weißen Hose wurde über die Mordes in Frage gestellt.,de,2
947,"und meine und meine Teilzeitarbeit Sie wissen, es ist nicht unser Restaurant unser Lieblingsrestaurant in der Stadt Salisbury, wo wir tatsächlich leben Sie wissen, wo meine, wo ich zurück zu meinem Job oder was wir normalerweise für uns unter vierzehn Dollar essen können","Mein erster Teilzeitjob war in einem Restaurant in Salisbury, wo Sie für weniger als $ 14 essen konnten.",de,1
948,"Die Daten werden als erforderliche zusätzliche Verwaltungsinformationen mit den konsolidierten Finanzberichten der Bundesregierung vorgelegt, aber nicht in einzelnen Berichten ihrer Bestandteile.","Die Daten sind nur notwendig, wenn man das große Bild innerhalb der Bundesregierung betrachtet.",de,1
949,"Beide wurden von Herausgeber (Paul Williams, Jann Wenner) geleitet, die Rockstars als moderne Dichter und Stimmen ihrer Generation sahen.",Beide präsentierten lange exklusive Interviews mit Rockstars.,de,1
950,"Sie fahren es um das Land in einem gelöschten Eis-Creme-Lkw, der versucht, es kühl zu halten.","Sie verwendeten einen Eiswagen, um es zu versuchen und es vor Wärme zu halten.",de,0
951,uh wir haben ein wenig Atari Computer uh Mann beschreibt es als ein Computer mit Trainingsraden,"Wir können bestimmte Spiele auf dem Atari spielen, die wir genießen.",de,1
952,"Eines der Sehenswürdigkeiten der Stadt ist das Einkaufszentrum um die Place Darcy und Rue de la Libert??, wo Sie für solche regionalen Süßigkeiten wie die berühmten Mustards jagen können; Schmerzen d'Pices (Gingerbread); und Cassis, der Blackcurrant Liqueur, der ein gewöhnliches weißes Wein in einen lecker erfrischenden Kir verwandelt.",Es gibt ein großes Einkaufszentrum in der Nähe der Place Darcy und der Rue de la Liberty.,de,0
953,"Das ist genau das, was unser Haupt-Coupons-Emissar Alan Greenspan 1987 getan hat - und was ich glaube, er würde noch einmal tun.","Das ist, was Greenspan 1987 getan hat, so dass ich nicht glaube, dass er es noch einmal tun wird.",de,2
954,"Jedes Zimmer war mit einem Ledersofa und drei Fold-Out-Bett für Studenten, die nach einem ganzen Tag an harter Arbeit erschöpft wurden, ausgestattet.",Es gab nur zwei Betten pro Zimmer für die Schüler.,de,2
955,"In Bezug auf die fragliche Frage, ob die Messe ein Opfer für die Vergebung der Sünde ist, bestätigt die Erklärung, dass Christus auf dem Kreuz gestorben ist.","Die Erklärung hat die Kontroverse über die Frage beendet, ob die Messe ein Opfer für die Vergebung der Sünde ist.",de,1
956,"Erzählen Sie mir, wie haben diese geschriebenen Worte auf dem Cover Ihnen geholfen, zu entdecken, dass ein Willen gestern Nachmittag gemacht wurde?“ Poirot lächelte.","Wie konnte man nicht feststellen, dass es gestern eine will geschrieben war?",de,2
957,Touristeninformationen können sehr hilfreich sein.,Einige Touristeninformationsstellen sind sehr hilflos.,de,1
958,"und du weißt, wenn ich weiß, dass sie da sein werden, du weißt, du weißt, ich versuche es wirklich zu beobachten und wie du sagst, du weißt, du weißt, du weißt, du weißt nicht, ich habe eine Menge Reorganisation gemacht, du weißt die letzten paar Monate, so wie du weißt, und es ist nur so, dass es einfach unmöglich ist, auf den Boden zu schieben und durch Kisten in einem Kleid zu schieben, du weißt, es ist so","Ich verbringe viel Zeit, um es zu beobachten.",de,1
959,"Einer von ihnen, dunkler geschnitten, hatte Haare in zwei Linien geschnitten.","Sie brachten ihre Haare, um sie während des Kampfes aus dem Weg zu halten.",de,1
960,"Ja, ja, das ist nicht wirklich Einwanderung",Das ist keine Einwanderung.,de,0
961,"Obst, Gemüse, Elektronik und ein bisschen anderes ist hier zum Verkauf.",Myriad Dinge sind für den Kauf hier verfügbar.,de,0
962,"von der oh okay oh so du weißt gut, dass es ist, ich hatte sich gefragt manchmal ich wusste, dass es eine Menge an Anstrengung und eine Menge an Arbeit ging in eine Menge davon und ich fragte mich nur, ob es dauerte und ob es Sie wissen wie ja","Es kostet viel Geld, um all diese Bemühungen zu enthüllen.",de,1
963,"Eine detaillierte englische Erklärung des Plots wird immer bereitgestellt, und drahtlos aufgeführte Kommentare sind manchmal verfügbar.","Ein detailliertes Plot, geschrieben in Englisch, ist immer verfügbar und ein Audiokommentar ist manchmal verfügbar, das von Morgan Freeman gesprochen wird.",de,1
964,"Ja, okay, Sie gehen voran","Nein, gehen Sie nicht voran.",de,2
965,"Weißt jemand, was mit dem Chaos passiert ist?",Was passiert mit Chaos?,de,0
966,"Die Analysen entsprechen den informativen Anforderungen der Abschnitte, einschließlich der Klassen kleiner Einheiten, die an die Regel unterliegen, und Alternativen, die zur Verringerung der Belastung für die kleinen Einheiten gedacht werden.","Die Analysen versuchen, die informativen Anforderungen der relevanten kleinen Einheiten zu erfüllen.",de,0
967,"Das ist eine Gelegenheit, die nur wenige Menschen haben.","Nicht viele Menschen haben die Gelegenheit, mit Schildkröten zu schwimmen.",de,1
968,"Die Universität von Nevada-Las Vegas hat eine Studentenbevölkerung von über 23.000 (vor allem, wie die meisten Menschen in Las Vegas, sind sie Komutern).",Es gibt 25.000 Studenten an der Universität von Nevada.,de,1
969,"Jetzt weißt du, die Ball wird direkt gehen und ich gehe ich nie einen Club oder irgendetwas gebrochen, aber du weißt, ich würde mich manchmal über ihn erschrecken und jetzt denke ich, du weißt, dass ich in meinen 40er Jahren bin, ich bin nur ein bisschen ausgelöst, ich werde mich nicht mehr erschrecken.","Ich hatte es gewöhnlich getötet, aber nicht mehr.",de,0
970,All-inclusive Einheiten befinden sich in Villen und ein großes Haus in tropischer Umgebung mit Blick auf die Karibik.,Die all-inclusive Einheiten gelten als Villen und jeder hat auch eine Küche.,de,1
971,"Als Gegengewicht für die Singapur-Chinesen würde er in die nördlichen Borneo-Staaten Sabah und Sarawak bringen, indem er ihnen besondere Privilegien für ihre indigenen Bevölkerung und Mittel für die Entwicklung ihrer zurückkehrenden Volkswirtschaften gewährt.",Die Staaten Sabah und Sarawak wurden besondere Privilegien für ihre indigenen Bevölkerung gewährt.,de,0
972,Der Ovitz-Abkommen enthielt jedoch keine dieser Güter.,Der Ovitz-Abkommen enthielt einige alternative Güter.,de,1
973,"Meine Eltern uh waren buchen uh letztes Jahr ab uh Costa Rica und sie nahmen etwa zwei Wochen und ging in ich weiß nicht einmal den Namen des Flusses da, aber sie gingen weiße Wasser rafting und Mama sagte es war absolut nur eine wunderbare Erfahrung sie sagte es war wirklich unglaublich",Letztes Jahr waren meine Eltern in der Nähe von Costa Rica gefahren.,de,0
974,"Es gibt auch eine Rollküste, aber erfahrene Fahrer betrachten es trotz der Höhe zu langsam und unwirksam.",Der Rollercoaster ist für die meisten Menschen zu langsam.,de,1
975,"weil ich es immer tun musste und also ich nur jemand anderes bezahlte, um es zu tun und sie tun, was sie tun, die Schneide sie befrüchten sie um edge und um ich denke, dass ich in diesem Jahr einige Landschaft in",Ich mache immer noch alle Gärten und Landschaft selbst.,de,2
976,Er fühlte das Gewicht des Off-Hand-Dagers im kleinen Rücken.,Das Messer war auf seinem Rücken.,de,0
977,"Long Bay ist sieben Meilen großartiges feines Sand, sanftes blaues Wasser und Kühlpalmen.",Long Bay beträgt 7 Meilen.,de,0
978,"An der Delta der Rh, wo ihre beiden Arme in die Medi-Terra-Nean fliegen, wurde die Camargue aus dem Meer zurückgeladen, um eine nationale Naturreserve zu bilden.","Die Reklamationsanstrengung wurde an eine niederländische Firma, die sich auf Dicks und Meereswassermanagement spezialisiert hat, abgeschlossen.",de,1
979,Es gibt es.,Es gab es.,de,1
980,Die feine Weave und das Muster sind typisch für die Aufmerksamkeit eines schottischen Weaver auf Details.,"Die schottischen Weavers sind bekannt für ihre Aufmerksamkeit auf die Details, die durch die feine Weave und Muster präsentiert werden.",de,0
981,Nach Angaben ist die größte Zahlung in einem solchen Fall kaum ein Nick im jährlichen Einkommen von Texaco von mehr als $ 30 Milliarden.,"Die größte Zahlung, die sie getan haben, schadet kaum ihren Gewinn.",de,0
982,Er kehrte zu seinem früheren Standpunkt zurück.,Er kehrte zu seinen früheren Gedanken zurück.,de,0
983,"Ein oder zweimal, aber sie scheinen mehr als ein Kampf zu zeigen, sagte Adrin.","Adrin sagte, sie waren nicht ernst zu kämpfen.",de,0
984,Es gibt zwei Herausforderungen für diese Top-Hunde.,Diese Top-Hunde haben nur eine Herausforderung.,de,2
985,"Es gab 214 einige Gespräche darüber, mich zu einem Spezialisten in Paris zu senden.",Ich könnte nach Paris oder London gesandt werden.,de,1
986,"Aber es ist für uns, beschäftigt zu werden und etwas zu tun.""","""Wir müssen nur in uns bleiben und entspannen.""",de,2
987,"Von Sant Francesc, nehmen Sie die Straße, die südwestlich zu Cap Berber?a führt (der südlichste Punkt der Balearen).",Cap Berbera befindet sich nördlich von Sant Francesc.,de,2
988,Welche Station spielt diese Art von Musik,Welche TV-Stationen haben Dokumentationen über Weltraumreisen?,de,2
989,"Obwohl das Buchhaltungs- und Berichterstattungsmodell aktualisiert werden muss, ist nach meiner Sicht auch das aktuelle Zertifizierungs- und Versicherungsmodell ausgeschlossen.","Das Buchhaltungsmodell muss neben dem Versicherungsmodell, das 1995 geschrieben wurde, aktualisiert werden.",de,1
990,Die technischen How-Tos für diese drei Strategien werden später in diesem Artikel zusammengefasst.,"Es gibt drei Verbesserungsstrategien, die in dem Papier diskutiert werden.",de,0
991,"Die Hauptgate des Kirchens führt nach Greyfriars Place, und über die Straße finden Sie einen hervorragenden Blick auf eines der neuesten Museen Schottlands.",Das neue Museum wurde vor zwei Jahren erbaut und zeigt die natürliche Geschichte Schottlands.,de,1
992,"Oh ja IBM uh ich meine uh viele Menschen verwenden menschliche Faktoren Menschen aber IBM ist, was ich jetzt schaue","Tonnen von Menschen denken über menschliche Faktoren, aber ich sehe jetzt auf IBM.",de,0
993,"Und das Schmuck, das er tut, ist so unangenehm, wie es aussieht.",Squatting sieht unangenehm aus.,de,0
994,"Er sagte, die Website wird dazu beitragen, die digitale Trennung zu steigen, die die Armen davon abhält, das Internet als Ressource zu nutzen.","Er erzählte uns, dass die Website entworfen ist, um es für die Armen schwieriger zu machen, online zu bekommen.",de,2
995,"Ein altes griechisches Handelsplatz, die Stadt führt, um die Atmosphäre eines Resorts mit einem feinen, bitteren Stadtleben zu kombinieren.","Historisch war die Stadt einst ein Handelsplatz, das von den alten Griechen verwendet wurde.",de,0
996,Nach drei Tagen der Verwendung des Geles ist mein Mund zurück zu seinem bekannten Selbst.,Sie hatten gerade eine orale Operation unterzogen.,de,1
997,„Du solltest das Fixieren.“,"""Ich werde darauf achten, das zu beheben.""",de,2
998,"Die Umfrage erweitert sich jedoch sehr schnell von der Frage, welche Technologie zu einer Prüfung kontextueller Einflüsse versagt hat, wie","Sie bewegten ihre Fragen von der technologischen Scheitern, weil sie dachten, dass es etwas anderes sein könnte.",de,1
999,"Sie erwachen ein helles Herbstmorgen und Sie sind halbweg zum U-Bahn, wenn Sie sich entscheiden, zu gehen, um stattdessen zu arbeiten.","Sie entscheiden sich, den U-Bahn zu fahren, anstatt einen Spaziergang zu tun.",de,2
1000,von Peel Edgerton.,Kein Peel Edgerton.,de,2
1001,"Der Arzt akzeptierte ziemlich leicht die Theorie, dass Frau Vandemeyer zufällig eine Überdosis von Chloral genommen hatte.",Frau Vandemeyer nahm eine angemessene Klorung.,de,2
1002,Landwirtschaftliche Show,Landwirtschaftsleistungen,de,0
1003,"Ja, die meisten Min im Allgemeinen bleiben in den Fenstern sie sind sie sind","Meine sind in den Fenstern, es sei denn, ich ziehe sie heraus, um sie zu reinigen",de,1
1004,"Im ersten Fall hätte der IRS keinen Zeitraum, bis die Person zu einem Agent und von entmutigten Anrufern passieren konnte.",Der IRS muss einen Rekord der Zeit erhalten.,de,1
1005,In meinen Crossfire-Tagen wurde ich sogar von Sam Donaldson gefördert.,Während des Crossfire hat mich sogar Sam Donaldson gefördert.,de,0
1006,Mit einer kleinen Übung kann fast jeder zu einer interessanten Rockformation fliegen und die mehrfarbigen Fische in Bewertung beobachten.,"Wenn Sie nur ein bisschen üben, würden Sie in der Lage sein, einen Stein abzubauen.",de,1
1007,"Ich bemerkte, dass es eine lange Branche war, die aus dem Baum in die richtige Richtung fließt.","Ich habe nicht bemerkt, dass die lange Branche in die richtige Richtung zeigt.",de,2
1008,"Steuern zeigen, dass Waters im Jahr 2000 rund 65.000 Dollar verdient hat.","Steuern zeigen, dass Waters im Jahr 2000 ca. 65K Dollar verdient hat.",de,0
1009,"Es beschreibt sechs Anwendungen von Fallstudie-Methoden, einschließlich der Zwecke und Fälle von jedem, und erklärt Ähnlichkeiten und Unterschiede zwischen den sechs.",Es gibt nur zwei Anwendungen für Fallstudie-Methoden.,de,2
1010,"Okay und ich denke, dass wir nur hängen, ich denke, dass wir nichts anderes tun müssen","Wir müssen nichts anderes tun, als den Telefon abzuhalten, denke ich.",de,0
1011,Die Frage des Montags (Nein),Am Montag gab es eine Frage für das Publikum.,de,1
1012,"Die Show, die jeden Abend um 9:00 Uhr beginnt, erzählt in melodramatischer Weise die Geschichte von Istanbul, während farbige Überschwemmungen die spektakuläre Architektur der Blauen Moschee beleuchtet.",Die Geschichte von Istanbul ist das Thema der Show.,de,0
1013,"Und jetzt ziehen sie ihn hier in einen Koma.""","Der Koma wurde von den Menschen verursacht, die hier um ihn herum waren.",de,0
1014,"Es beschreibt auch die Ergebnisse der Szenarioanalyse, sowohl in Bezug auf die verschiedenen marginalen Kosten, die mit Emissionskontrolle-Strategien verbunden sind, als auch den wirtschaftlichen Einfluss jedes Szenario.","Es enthält keine Beschreibung, welche Auswirkungen oder Preise durch Emissionskontrolle-Strategien präzisiert werden.",de,2
1015,"Die meisten Produkte werden lokal angebaut, mit einigen aus dem eigenen organischen Garten des Restaurants.",Die meisten Produkte sind lokal.,de,0
1016,"IRS Restrukturierungs- und Reformgesetz, seine Haushaltsanforderungen und die Verwaltung verschiedener Steuern",Es gibt keine Steuern.,de,2
1017,"Aber Sie könnten auch für sich selbst sehen, wenn Sie mir nicht glauben. Die Note, in Tuppence's bekannter Schulkinder Schreiben, ging wie folgt: ""DEAR JULIUS, ""Es ist immer besser, Dinge in Schwarz und Weiß zu haben.","Wenn du mir nicht glaubst, dann vielleicht wird es dich überzeugen.",de,0
1018,Er beobachtete den Fluss.,Der Fluss war durch.,de,1
1019,"Es wird in den Maryland-Wäldern stattfinden, und die Telecast besteht aus jitteren Aufnahmen der langsamen Abstieg der Wettbewerber in die Wahnsinn, da sie systematisch stallen und verschwinden / von Bob Barker disqualifiziert werden.",Die Show wird in Florida stattfinden.,de,2
1020,"Andere funktionelle Bestandteile des Postdienstes werden hier nicht als bedeutende Skala-Ekonomien dargestellt, obwohl dies nicht nachgewiesen wurde.","Es wird angenommen, dass der Postdienst keine erheblichen Wirtschaftszweige hat.",de,0
1021,"Einsparungen, die keine innerstaatlichen Investitionen finanzieren, würden die netten ausländischen Investitionen erhöhen und die bestehende Kontobilanz verbessern.",Die aktuelle Kontobilanz kann leicht verbessert werden.,de,0
1022,"Obwohl dieser Preis jetzt jährlich ausgegeben wird, wurde Bailey für mehrere Jahre seiner Verpflichtung ausgewählt.","Bailey hat möglicherweise mehrmals gewonnen, aber es war eine unterdrückende Erfahrung jedes Mal, wenn ihm der Preis gegeben wurde.",de,1
1023,"Sorry, die falsche Kirche.",Er oder sie ist in die falsche Kirche gekommen.,de,1
1024,Die dritte Lektion von Adrin,Die erste Lektion von Adrin.,de,2
1025,Verpassen Sie nicht den offenen Markt in der Nähe der Wharve.,Der offene Markt ist nicht ein großartiger Ort zu sehen.,de,2
1026,"Auf der westlichen Seite des Strasses befindet sich das Old King's House (gebaut 1762), das die offizielle Residenz des britischen Gouverneurs war; es war hier, wo die Erklärung der Emanzipation im Jahr 1838 veröffentlicht wurde.","Das alte Könighaus hatte einen Vorfall, bei dem der König in ihm getötet wurde.",de,1
1027,"Die Kane-Plantagen, die zunehmend in den Händen der amerikanischen Tykonen stehen, fanden einen fertigen Markt in den Vereinigten Staaten.","Der US-Markt war bereit für die Kanepflanzen, nach den Ökonomen.",de,1
1028,"Seit seinem Tod wurde es in das Bob Marley Museum umgewandelt und sorgfältig von der Marley-Familie verwaltet, um das Gedächtnis seines Lebens zu schützen.",Das Museum enthält Werke anderer Mitglieder der Marley-Familie.,de,1
1029,"Ich habe gerade gestoppt, wo ich war.","Ich habe gestoppt, dort zu laufen, wo ich war",de,1
1030,"und so habe ich wirklich berichtet, dass aber es gibt ich habe Freunde, die Programme sehen, wie sie ein bestimmtes Programm sehen wollen und sie sind entweder zu Hause, es zu sehen oder definitiv zu registrieren, sie haben einige Programme, die sie nicht verpassen werden","Haben Sie irgendwelche Programme, die Sie mit Ihren Freunden sehen?",de,1
1031,"Von wie, als der Tee fertig war, und alle standen,Er erreichte für meine Kopf, legte seine Hände über sie,und liebte mich an seine Brust, die riechtOf dung Rauch und Cinnamon und Mutonsfett.Ich konnte seine Wässe atmen jetzt hören, wie der Prophet's letzte schmutzige Wort wiederholt von den Gläubigen.Danach betete er für das, was niemand hatte Zeit zu übersetzen--Herr Sohn unterbrochen den alten Mann, um ihm eine Gruppe zu erzählenOf Schlange Charmeer suchten seinen Segen, und ein blindes Dieb.Der Heilige drückte mich weg, nahm einen langen Blick,T strahlte meinen Hals und nickte mich zur Tür.","Als der Tee fertig war, legte er seine Hände auf mich.",de,0
1032,"Ich sah, wie ihre Hips in und aus den Seiten ihres Wraps wechseln.",Der Wrap fiel auf den Boden.,de,1
1033,"Ein 1994 Roper Poll ergab, dass die NewsHour von der Öffentlichkeit als die vertrauenswürdigste Newscast des Landes wahrgenommen wird.",Eine 1984 Poll-Abschluss NewsHour wird als das am wenigsten glaubwürdige Newscast von der Öffentlichkeit angesehen.,de,2
1034,Die Zensus von 1931 diente als Alarmsignal für das malaysische Nationalbewusstsein.,Es gab keine Zensus in Malaysia vor 1940.,de,2
1035,"Thorn hatte ein Schwert, das anders war als das, was Ka’daan jemals gesehen hatte.","Ca'daan wurde gewöhnt, um Leute zu sehen, die Schwert halten, wie Thorn es hält.",de,2
1036,"Übung ist nicht zu tun, das für Sie","Übung ist nicht zu tun, dass Sie so schmerzen.",de,1
1037,"Von dort, nehmen Sie die Straße, die zurück zur Küste und Es Pujols, Formentera's Premier Resort Village führt.","Formentera's premier resort village verfügt über Schwimmbad, Bars und Restaurants.",de,1
1038,"News' Cover sagt, dass die Verbreitung von kleinen Computergeräten und das Aufstieg von Web-basierten Anwendungen die Herrschaft von Microsoft zerstört.",Microsoft verliert ihre Dominanz aufgrund der Entstehung von Web-basierten Anwendungen.,de,0
1039,"Im April 1453 massierten die Sultans Armeen außerhalb der Stadtmuren, die die Byzantiner zehn nach einem zählen.",Es gab hundertmal so viele Sultans Armeen wie die Byzantiner.,de,2
1040,"Ein Artikel erläutert, dass Al Gore für den Vietnamkrieg aus Schaden zu seinem Vater eingeloggt und für den Entwurf von Gore enttäuscht, dass die Ungerechtigkeit der Reichen nicht dienen müssen.",Gore hat den Entwurf übernommen.,de,2
1041,Die Agentur erhält auch einen Prozentsatz des Geldes aus den Zinsen auf den Vertrauenskonten der Anwälte.,"Sie wünschen, dass sie mehr erhalten.",de,1
1042,"Ich weiß nicht, ich weiß nicht, ich kann darüber nachdenken, was die biblischen Dinge darüber sind, auch wo ich nicht darüber nachdenke, was sie zu ihm sagten, ich kann nicht darüber nachdenken, was Caesar so ist.",Ich kenne weder die Bibel noch ihre Schriften.,de,2
1043,"Market Street ist die Heimat der Edinburgh CityArt Gallery, die die Arbeiten von Up-and-coming Künstlern zeigt.",Die Galerie ist erfrischend und jeder Künstler will dort sein.,de,1
1044,"Ja, weil ich ein Student bin, mache ich es für das Geld.",Dieses Projekt bezahlt besser als die meisten anderen Studentenjobs.,de,1
1045,Oh ständig,Ich laufe ständig,de,1
1046,Jede nachfolgende Änderung der Daten kann leicht festgestellt werden.,Änderungen an den Daten können nicht festgestellt werden.,de,2
