,premise,hypothesis,lang_abv,label
375,LASNNY是美国最古老、最成本效益的法律服务组织之一。,"LASNNY是一家旧的法律服务组织,位于洛杉矶。",zh,1
376,黑色专业人士用头发来展示他们的民族骄傲。,黑人自豪地擦头发。,zh,0
377,"爱尔兰建筑档案馆,建筑材料图书馆,位于广场南侧的第73号。","在广场南侧的图书馆旁边,可以找到爱尔兰建筑档案馆。",zh,1
378,"迪士尼首席执行官Eisner,谁实际上被低估为流行文化的马文(他负责Happy Days和欢迎回来,Kotter),坚持ABC的衰退是循环的,它将很快回到生活。",迪士尼首席执行官认为ABC的衰退是循环的。,zh,0
379,"大部分,我甚至无法开始识别。",我知道那里的一切。,zh,2
380,"宫殿的内部非常黑暗,禁止使用闪光灯,所以摄影师应该在支付摄像机或视频设备的额外费用之前两次思考。","想想你是否想带上相机,还有额外的费用,没有闪光允许。",zh,0
381,他的肩膀上有沉重的诱惑。,建筑物的汗水在他的布上反映了阳光明亮。,zh,1
382,"雷根特夫人参观了教堂和使命学校(你仍然可以参观在霍诺卢卢),并燃烧了古老的夏威夷神的图像,而卡梅哈二世在他的妻子的伴侣中轻松地娱乐。",没有留在Honolulu的任务学校。,zh,2
383,"但你必須有錢來節省它,並且沒有很多有小孩子的夫婦有奢侈品每年為他們的黃金年收取2000美元。",很多有孩子的夫妇都无法退休。,zh,0
384,"经过德高尔走向广场的激烈情绪之后,战后重建工作,尽管受到美国人的马歇尔计划的慷慨援助,却显然是艰难的,而德高尔的保守党和共产党的战时联盟很快就崩溃了。","尽管马歇尔计划旨在帮助其他国家,但它未能在共产主义者中实现其目的。",zh,1
385,"正如你所看到的那样,它是非常强大的。","正如你可以看到的那样,它并没有被加大。",zh,2
386,"我不知道是否需要一个真正的完美系统,或者是否存在。","我不知道是否存在,但我会尽我所能研究这个问题。",zh,1
387,Erlenborn先生参加了诺特丹大学、印第安纳大学、伊利诺伊大学和芝加哥洛伊拉大学的研究生课程。,Erlenborn先生在 Notre Dame 大学获得了所有学士学位。,zh,2
388,你去哪里?,我很想知道你去哪里。,zh,0
389,"我说这是一个真正的有吸引力的选择,如果你有技术的它所有它是你知道我说她只是使用一个电话模块,她就像她坐在办公室",电话模块很容易安装和使用。,zh,1
390,永远打。,花了两年,zh,2
391,"尽管它们是17世纪的起源,但这些花园避免了图里亚和维尔沙尔的严格地质。",这些花园包含超过十种类型的<unk>虫。,zh,1
392,他可以从需要确定他们的天空的特征性障碍中提出一个问题。,他没有理由提出问题。,zh,2
393,"事实上,San’doro说。",没办法!她大喊大叫。,zh,2
394,"3 值得注意的是,在范围检测测试中观察到的样品的毒性(LC50)可能与随后的慢性最终测试中观察到的毒性显著不同(1)最终测试更长;(2)测试可能与不同时刻收集的样品进行,并且可能在毒性水平上显著不同。","查找范围测试中的样品的毒性可能与跟踪测试中的毒性非常不同,因为溶液因温度而变化。",zh,1
395,"是的,这就是他担心树木或泡沫,因为Lilac泡沫他们生长快一些人真的会喜欢他们,然后那些有他们的人他们散布,他们在他们的草地上散布。","他对树木感到担忧,因为<unk>草草生长得如此快,以至于它们可以围绕它们。",zh,1
396,"通过使用国家和联邦法院以及这些法院依赖于履行其职责和职责的独立管道,便于获得福利。",国家和联邦法院是政府司法体系的一部分。,zh,1
397,"但是,如果克林顿同意,审查和社区服务可以继续下去。","如果克林顿允许的话,社区服务将继续下去。",zh,0
398,"是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的,是的。","它位于格鲁吉亚,但距离麦康很远。",zh,2
399,"从这里,它是通过圣克劳德的迷人的山村,其高收入的房屋,以及到峰会或警察允许交通在那一天前进。",警察不注意交通流动。,zh,2
400,"参加邮政审计,以评估收购成功的三分之一。",该奖项每年颁发给不同的人。,zh,1
401,"但是,真正的脏工作已经完成了。",他的女朋友已经做了脏的工作。,zh,1
402,"至于关于清真寺是否是罪过宽恕的牺牲,这份声明说,基督在十字架上死亡。","是否是弥赛亚为赦免罪的牺牲,问题是争议的。",zh,0
403,"当然,唯一的缺点是夏天的大群人。","虽然它在夏天变得繁忙,但它仍然是最好的时间来参观。",zh,1
404,四十亿元的水果。,清理水泥污染每年花费数十亿美元。,zh,1
405,"里面有皮带连接的校园书籍,每个服务员的名字都正确登记。",书籍不提个别名称。,zh,2
406,它也不包括邮件发送回应广告。,回复广告发送的邮件包括。,zh,2
407,"我真的错过了大学,我有很好的时间。","大学是可怕的,我讨厌它。",zh,2
408,"该标准在丹格去世前几天出版,覆盖了类似的领土。",华盛顿邮报覆盖了类似的领土。,zh,1
409,"哦,我从来没有提交过",我从来没有提到过。,zh,0
410,对两位90年代最受欢迎的爵士乐萨克福主义者合作的评论非常好。,批评者将音乐与混乱的猫类相比。,zh,2
411,护士们看不见你必须付出代价。,你不必为此付钱。,zh,2
412,耶路撒冷附近,距离耶路撒冷有三英里。,zh,1
413,"是的,以及如何在周末做体育运动或你出去",周末要去动物园吗?周末要去动物园。,zh,1
414,这是真的真的很多它是 um 颜色 某些颜色似乎更可接受,"没有什么区别,哪种颜色穿着。",zh,2
415,"你把你的道路推到一个位置,以便通过真正打破故事返回你的通话,但这个奖励是空的。","奖励是非常满足的,如果你打破故事。",zh,2
416,"正如古代一样,没有尼罗河,埃及不可能存在。","没有尼罗河,埃及就不会存在。",zh,0
417,"汤姆是Turtle Wax的一年供应的获奖者,他将获得他的奖项,一旦购物冒险家揭示了Turtle Wax实际上是一年供应的数量。",没有获奖者在一年的供应Turkle wax。,zh,2
418,"本周早些时候,巴基斯坦报《早晨》发表了一篇关于巴基斯坦种植<unk>的报道的编辑,巴基斯坦种植<unk>的种植者计划在更广泛的范围内种植<unk>,因为他们没有得到承诺的补偿,因为他们转移到其他种植。",巴基斯坦农民对政府疯狂。,zh,1
419,"克林顿先生为他的资金增加奖励,戈尔先生为他预期的总统提议奠定了基础,从现在开始,四年,公司通过招聘尼特先生,获得政府的耳朵。",克林顿对他的资金增加表示赞赏。,zh,0
420,第四章 清洁空气法(关于酸存储控制),标题是由于广泛和不负责任的酸存储。,zh,1
421,我不懂 Um-Hum,我不确定。,zh,0
422,"它拥有超过50个折扣设计时装出口,从阿曼尼到DKNY。",它拥有超过50个设计时尚品牌的折扣商店。,zh,0
423,他们中间有两个人看见托恩来了。,泰伦被两人看见战斗。,zh,1
424,"真是的,我知道它不是那么荒谬,我们有电缆,这有助于很多",我们在过去的五年里一直有电缆。,zh,1
425,"很明显,是的。","当然,答案是是的。",zh,0
426,这座旅游中心也是周围城市的山脉里生活的10万个牙买加人的家园。,"很少有牙买加人居住在这个城市附近的任何地方,这就像一个被遗弃的废墟。",zh,2
427,"如果你仍然想加入,它可能会工作。","你可以尝试,如果你想加入。",zh,0
428,"那座岩石上从海上升起的塔楼的第一眼,是你永远不会忘记的时刻。",海上岩石上方的墓地的景色是一个令人惊叹的景色。,zh,0
429,"一系列的发现已经教导我们关于考古细菌,非常古老和原始的单细胞生物,生活在你最不期望的任何地方叫家。","许多发现已经教导我们关于考古细菌,一个非常古老和原始的单细胞生物,生活在意想不到的地方。",zh,0
430,"瓦拉纳西印度教大学拥有一个艺术博物馆,拥有16世纪穆加尔小作品的精彩收藏品,被认为是德里国家收藏品的优越。","瓦拉纳西印度教大学在校园上设有艺术博物馆,可以客观地超越德里国家收藏。",zh,0
431,詹姆斯在曼彻斯特的存在不是偶然的。,詹姆斯爵士在曼彻斯特出场。,zh,0
432,也许没有其他国家有这样一个混乱的历史。,这个国家的历史是混乱的。,zh,0
433,"它住在一个马特洛A系列这样的塔,大约12米(40英尺)高和2,5米(8英尺)厚,在19世纪初沿着海岸建造,以防止拿破仑的入侵。","沿着海岸建造的最大的塔高30英尺,厚6英尺。",zh,2
434,"它展示了一种新型办公超级商店-cum-酒店,向孤独的电信公司出售一般办公空间。",电信公司对购买办公室空间的机会表示感谢。,zh,1
435,密歇根省和哥伦比亚区的课程获得了2002年的奖学金条件。,一年的补贴期限以现金支付。,zh,1
436,删除的数量是不可忽视的。,清算的准确数量为71.,zh,1
437,"是的,他们得到了那些只是留在那里,他们装饰了他们真正可爱你知道的,大量的大旧的花朵和物品","花朵只是留在那里,装饰,我不确定装饰是否有帮助。",zh,1
438,"带有视野和现场音乐的酒吧包括Sheraton酒店和塔的Sky Lounge,Tsim Sha Tsui;和Cyrano在太平洋广场的Shangri-La岛。","许多景点拥有令人惊叹的景色和现场音乐,包括Sky Lounge,Tsim Sha Tsui和Cyrano。",zh,0
439,"他触摸了它,感觉他的皮肤肿胀和生长热。",他的皮肤燃烧了。,zh,1
440,"我们不接近寻找Tuppence,下周日是第29天!”",接下来的星期天将是第28天。,zh,2
441,"但很可能,这个女孩已经完全忘记了干预期间,并将生活在她在卢西塔尼亚的沉没时离开的地方。",这个女孩最可能忘记了这个时期。,zh,0
442,"在过去的20年里,逃避或被遗弃的草原一直在野生动物中种植,并损害了玉米种植、水<unk>和<unk>农场以及雨<unk>草的种植。","假如他们被逃避或被遗弃,他们倾向于损害事物 - 这就是过去20年发生的事情 - 但许多组织正在试图解决这个问题。",zh,1
443,很好的报纸 Uh-huh,报纸是可怕的。,zh,2
444,"然而,在萨利斯伯里的白人村民的嘴里,这听起来很有说服力。","白人村民在萨利斯伯里,N.C.很容易说服事物。",zh,1
445,她几乎肯定会被送到你在一个假设。,"这个人告诉另一个人,她会被送到他们那里。",zh,0
446,利迪人和波斯人,波斯人和利迪人,zh,0
447,"是的,是的,所以有趣的是与那个一般附近的人交谈。",与该地区的人交谈是有趣的。,zh,0
448,"如果我们有更多的钱,我们会有更多的会议。",我們沒有更多的會議的原因不是金錢問題。,zh,2
449,"它们建在大卫之塔的现场,曾经是城堡最大的和最可怕的结构。",建筑物位于大卫之塔的位置。,zh,0
450,"如此多似乎相反和相反的因素结合,使它独特。",它在地球上没有任何地方。,zh,1
451,"然而,她今天早上被发现死了。",她还活着。,zh,2
452,"使用一个步骤发展规划过程,管理人员评估他们的当前能力,确定他们的具体发展需求,并构建和执行一个发展计划。",管理人员通过使用三步发展规划过程来实现现有能力。,zh,0
453,《报》简要提到什么是广告好广告?,新聞問:「有沒有任何廣告好廣告?」然後繼續解釋為什麼沒有。,zh,1
454,"削减将引起最大的打击,来自林肯土地,拥有8个办公室和40名律师的网络,帮助伊利诺伊南部的客户面临避难、获得社会保障和从滥用配偶中获得保护命令等问题。",该网络的律师将获得10亿美元的预算增加。,zh,2
455,进口商支付法律要求的税收,进口商品有关税,zh,0
456,不可能。,不能做。,zh,0
457,右边他们留下了一个女人和一个孩子或猫羊是的,"他們在這方面有憐<unk>,只把人當作奴隸。",zh,1
458,"或者是的,正是我说的,你会是你会是你会变得更好,因为你知道很多孩子害怕的事情,父母告诉他们和事情,但这是因为你已经在那里。",孩子们即时服从父母的一生信息。,zh,2
459,这个呼吁玩幸运者并不容易被拒绝。,"它不容易拒绝的呼吁扮演幸运的球员,男子说。",zh,1
460,"作为专业慈善机构,GAO将在持续任务期间向申请人提供重大媒体查询。","在正在进行的任务中,GAO将向申请人提供重大媒体查询。",zh,0
461,咖啡馆的管理层已经制定了其设施的使用规则。,咖啡馆的管理非常轻松。,zh,2
462,"在购买之前,一定要仔细观察和比较。",在购买之前不要考虑和比较。,zh,2
463,树线通道延伸到海边不到三块。,您必须通过通道前往海边两英里。,zh,2
464,"政权对残酷的压迫以及许多其他无情的反应引发了1848年的第三次革命,由拿破仑的孙子领导的波纳帕特主义者出现了胜利。","法国由拿破仑的孙子统治,他们在1848年赢得了一场革命。",zh,0
465,"我們曾經是一對幾個<unk>子,他們比他們可以<unk>的更大一點<unk>。",我们在很多方面都像狗一样。,zh,1
466,"许多人不得不离开他们的出生地,逃到莱斯沃斯,奇奥斯和萨莫斯,希腊统治的岛屿只是海上。",希腊人处于危险之中。,zh,1
467,"在20世纪80年代,一个实用的社会主义联盟政府与基督教民主党人带来了一些不寻常的稳定。","1980年代,环境稳定。",zh,0
468,"在最大观众敏感度的时刻,我们第一次听到,女人不是因为她的性别而被释放,而是因为她的性偏好。","观众惊讶地意识到,我们所引入的比戈特里不是我们所期望的比戈特里。",zh,1
469,"他们发现大量的水从山上流下来,木材比任何人都知道该怎么做。",他们发现大量的水从山上流下来。,zh,0
470,"如果热带拉塔吉亚的痕迹仍然添加到这座城市的景点咖啡馆,棕<unk>树和<unk>树的魅力,任何混乱肯定会在马卡奥的赌场门口结束,这是拉斯维加斯西部一些最活跃的赌博场景。",澳门的赌场拥有从卡巴雷特到五星级餐厅的巨大优惠。,zh,1
471,"它就像在镜子里看,除了无限地更现实。",它比在镜子里看得更现实。,zh,0
472,"雨已经停止了,但绿灯画着他们周围的一切。",绿灯在雨停止后画着周围的一切。,zh,0
473,(三)女性生产力与男性生产力之间的差距。,数字非常相似。,zh,1
474,"是的,这是一个伟大的步骤,是的。","是的,这是一个巨大的步骤。",zh,0
475,他坐下来学习小宝石的宝石。,他坐下来检查装饰的盖子。,zh,0
476,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,这个国家有很多律师。,zh,0
477,(可能类似于Dungeons &amp,"可以看起来,正如老师说的那样,Dungeons和",zh,1
478,"回到名人面试的主题,英国杂志发布了一个巨大的数字与女演员凯特·温斯莱特,泰坦尼克号的明星,以推广她制作的新英国电影。",英国杂志抵制了凯特·温斯莱特。,zh,2
479,"那些克里奥尔男人和女人你会看到跳舞它正确的已经移动他们的尾巴和膝盖,从小就这样。","作为一个成年人,很难学习舞蹈。",zh,1
480,"哦,是的,我知道我去年被解雇了,但我很幸运,因为我是第一个团体之一去。",我的团队是最后一个被打破的团队。,zh,2
481,"“我不知道发生了什么事,”我说。",你没有意义。,zh,1
482,所以我也完全不同意这一点。,我有不同的理由怀疑每一个。,zh,1
483,战略的人力资本管理必须是这一转型努力的中心。,人力资本管理非常重要。,zh,0
484,你认为我应该关心吗?,你认为我应该担心吗?,zh,0
485,"可能,但斯特里克尼是一种相当快速的药物在其作用。",Strychnine 是一种非常快速移动的水流。,zh,2
486,"我告诉你我不会我不会买一辆有座位带的车,在那里它被锁在门下。",我不想要一辆坐在门下的座位带的车。,zh,0
487,"你們要記得我說,要小心那些不告訴你真理的人是明智的。",这里可能会有不公平的人。,zh,1
488,"是的,是的,我和我花了五年的笔记在我的车上,当我正确的时候,我离开大学,我永远不会再这样做,我仍然有几年的时间去。","我花了四年的笔记在我的车上,这是一个伟大的决定。",zh,2
489,"巴尼·弗兰克,D-Mass,将录制一些最好的声音,而Rep。",巴尼·弗兰克不会有好引用。,zh,2
490,"女士滚动,在马滚动之前拉了两条绳子,然后打破了剩下的。","他们在地面上旋转,抓住武器。",zh,1
491,"与下调相匹配,采购规则已被修改,使机构在采购设施的采购方式选择时更具灵活性和选择性。","减税非常有助于为企业提供这些类型的自由,尽管其他因素也有助于。",zh,1
492,比利时的游戏也是热的。,"人们喜欢亿万富翁,因为它放松了。",zh,1
493,也许我们应该准备一支军队。,我们必须准备一个民兵来打击恶魔。,zh,1
494,"他们是他们,他们到处都是他们。",它们只存在于一个区域。,zh,2
495,"好吧,我认为这就是我现在的所有宠物故事","我的宠物到许多古老,我很高兴我可以分享这些。",zh,1
496,"将永远不会被推翻(Brit Hume,Fox News Sunday;Tony Blankley,Late Edition;Robert Novak,Capital Gang;Tucker Carlson,The McLaughlin Group)。中间方式是由Haward Kurtz(NBC的Meet the Press)最好的表达 - 他为未透露的竞选贡献和对Kenneth Starr的法律诉讼过度,但他赞扬他在媒体上发光。","这名男子被批评,因为他没有充分披露对竞选活动的贡献。",zh,0
497,"正如他走过边界,汤米用可怕的力量把这张照片带到他的头上。","汤米走过了一个边界,把一张照片放在他的头上。",zh,0
498,"然后,整个时间,在英格勒普夫人的卧室里,在我们的鼻子下?我大喊大叫。","你指的是说,当它总是正确的我们身边时,我们看得那么远而艰难是愚蠢的吗?",zh,1
499,没有人知道早期埃特鲁斯人。,"没有人知道它们,因为它们很久没有存在。",zh,1
500,"是的,这个国家的每个人都被提前批准,我认为","任何人都可以得到批准,如果他们符合资格",zh,1
501,"直到60年代后期,参议院对(更少)总统候选人有偏见。",参议院尊重总统候选人。,zh,0
502,"一个或两个,汤米谦虚地回答,沉浸在他的讲话中。",汤米停止玩。,zh,2
503,"帐篷被烧毁了,但有一个新的建筑,主要帐篷在那里。","有一个建筑,曾经是帐篷。",zh,0
504,FCC在授予此类批准时将在联邦登记簿中发布通知。,"批准后,FCC不会在联邦登记簿中发布通知。",zh,2
505,“你会怎么做呢?”Tuppence大声震惊。,Tuppence担心什么都不能做。,zh,1
506,"或者,可限于已经怀孕的人,或者至少是性活跃的人;13岁以上的人,或21岁以下的人;或其中的一些组合。","资格限于13岁以上的人,很可能。",zh,1
507,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,"这对你很好,但不是其他人。",zh,1
508,"大多数法国人热情地进入了第一次世界大战,并从中得到了胜利,但白色。",大多数法国人支持WWI。,zh,0
509,"步骤启动,使计划董事会成员能够反映客户可接受的社区,并包括来自融资社区、企业和其他合作伙伴的代表。",董事会包括来自资助社区和公司的人。,zh,0
510,"我知道,因为我认为我已经读了我读了这十年前,他们有这些大UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU",我真的不熟悉那里的政治。,zh,2
511,"他自己在一个虚假的碎片中工作;他写了一些计算,半心脏的<unk>子;然后收集了脂肪检查。","他不收集一个巨大的支票,以换取自己工作在一个假冒。",zh,2
512,我们正在考虑将其中一个,明天我要买一个。,zh,1
513,足球、棒球和,足球和棒球。,zh,0
514,"和哦,真的他们是关于它,他们有一个名叫赫尔布威廉姆斯的男孩,我猜某种类型应该取代哦,但他哦,他只是没有攻击性技能。",赫尔布·威廉姆斯和塔普利在技能方面是双重的。,zh,2
515,"um-hum um-hum um-hum 是的,是的,我不知道,我认为这是一个非常有趣的 um 讨论,你知道,而且肯定有很多的好处和缺点。",关于这个问题的利益和缺点对我的朋友们都令人惊叹。,zh,1
516,"位于加利利山脉高高的岩石上,萨菲德(也称为Tzfat、Tsfat、Sefat和Zefat)是一座有趣的村庄,人口约2万2千人。",萨菲德是一座由许多其他名字命名的村庄。,zh,0
517,"然而,到目前为止,对替代账单支付方式失去的邮件零件数量太小,以便对第一类数量产生任何物质影响。","失去的邮件数量是巨大的,真的影响邮件数量",zh,2
518,"她埋葬了他的残骸,以拯救她的母亲可怕的视野。",其余的遗体会给她的母亲带来悲伤。,zh,1
519,"在整个战争中,他从来没有像保养那样为石油发出保养努力。","整个战争,我们保留了石油,并试图偷走它。",zh,2
520,你确信你没有以任何方式透露你的身份吗?”汤米摇头。,你肯定没有透露你的最后一个名字是史密斯吗?,zh,1
521,农药浓度应在可用的情况下不超过USEPA的环境水质慢性标准值。,水中最大的农药浓度没有分配值。,zh,2
522,"1 低和上 PMSD 界限是由 EPA 的 WET Interlaboratory Variability Study (USEPA,2001a;USEPA,2001b) 的 PMSD 数据分别第 10 和 90 个百分点确定。",EPA的WET互实验室变量研究作为上层和下层PMSD数字的参考。,zh,0
523,所有这些网站将自动引导到George Dubbawya的网站(www.georgewbush.com)。,这些网站都是围绕乔治·W·布什的主题。,zh,1
524,"你知道,他正在谈论,他正在谈论,没有人被打破,支付了三十%。","他说,虽然付出超过30%的钱,但从来没有人被打破。",zh,0
525,“我不会阻止你。,我不想阻止你。,zh,1
526,"如今,它是由古老的柱子边缘,并配有昂贵的商店。",现在它被古老的柱子和昂贵的商店包围。,zh,0
527,"格尔特的获奖文章没有提到中央情报局的一份报告得出结论,美国安全没有受到1996年事故审查的损害。","Gerth 留下了重要信息,使他的文章看起来更好。",zh,1
528,"它是一种双重标志,每小时大几英里,每小时小几英里,在侧面标记。",只显示 mph 的信号。,zh,2
529,这里提出的分析是试图解决第二个论点。,"第二个论点是,没有办公室客厅的新窗帘,增长率不能上涨。",zh,1
530,"因此,我们一直在这里,从12月到12月,我们一直在花园里,我们永远不会在圣安东尼奥种植的花朵。",我们在圣安东尼奥时种植了不可能的花朵。,zh,0
531,"这只是人们的道德,我指的是我猜我们每个人都对社会负责,但如果我有一个孩子,那做得那么糟糕,那不是他们不关心任何人,这些人他们偷他们只是大坏富人。","如果我的孩子从别人身上偷走,那是因为他认为他们太富有。",zh,0
532,"候选人必须提交一组指纹,由联邦调查局审查。","候选人必须提交一组指纹,以便由联邦调查局审查安全清算。",zh,1
533,你好吗?这不仅仅是现在这里的人有足够的工作。,"不仅如此,人们现在就更容易找到工作。",zh,0
534,"尽管最近进行了翻新,但梅道斯中心是三个郊区中心中最有吸引力。","梅道斯商店并不有吸引力,因为它是脏和繁忙,商店是可怕的。",zh,1
535,"Vaikuntaperumal是一座同一时期的Vishnu寺庙,以其充满活力雕塑的遗址而闻名,展示了帕拉瓦国王的许多作品。",维斯努寺的雕像传记描述了帕拉瓦国王的故事。,zh,0
536,梅拉顿,它没有梅拉顿。,zh,2
537,但还有很多更多。,还有很多更多。,zh,0
538,收回 收回 收回 收回 收回,债务是要积累的。,zh,2
539,此分類上一篇: 滿足和125件步行順序 增強運輸路的郵件容量 1996年。,改进的运输路线在1997年之前引入。,zh,0
540,"其他村庄不太发达,其中留下了许多乐趣的本质。",其他村庄和定居点不那么发达。,zh,0
541,这次旅行是值得的。,它不值得什么。,zh,2
542,"是的,然后大约每五年你必须挖掘它们,扔掉它们,重新开始它们不会永远持续下去。","你必须每五年挖掘它们,扔掉它们,然后重新开始。",zh,0
543,"从他的第二眼看,约恩看见圣多罗和一个更大的男人吵架。",圣多罗正在战斗一个强大而黑暗的人。,zh,1
544,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,"我问波罗是否喜欢猫,他说不。",zh,1
545,"请记住,有超过844万印第安人在外面,他们中的许多人将在同一时间移动,因此为飞机座位和酒店房间竞争。",印度人口低于5亿人。,zh,2
546,"我醒来等待,直到我判断应该是早上两点左右。","我在午夜之前睡着了,直到早上六点才醒来。",zh,2
547,而且不只是它打开你到电话请求,它还打开了移动营销通话的门。,zh,0
548,“谁?”汤米问道。,汤米对这个人的身份感到不安。,zh,0
549,"联邦调查局的情报文件表明,民主基金收获者玛丽亚·希亚(Maria Hsia)是中国特工。","玛丽亚·赫西亚(Maria Hsia)是一名共和党基金收集者,联邦调查局有有关此事的信息。",zh,2
550,"他的手在他的眼睛上,切断了闪光。","一切都是黑暗的,他看不到一件事。",zh,2
551,这些活动似乎已经到达了新的参与者群体。,新人选择捐赠给原因,zh,0
552,"FCC为此服务创建了三分之二的小型企业,SBA批准。","尽管FCC仍在等待SBA批准,但他们决定创建只有一个层次。",zh,2
553,"是的,这是世界联赛。",这不是世界联赛。,zh,2
554,我知道我没做太多啊啊啊啊,我没做太多。,zh,0
555,"是的,这不是真正的移民。",这就是移民的重点。,zh,2
556,"最奇怪的角色逆转正在发生,现在关心民主本身。",对民主的逆转作用是净积极的。,zh,1
557,(需要免费登记。,不需要免费登记。,zh,2
558,"我们已经听说过,见过这个模式之前。",我们从未见过或听说过这种模式。,zh,2
559,是 是 是 是 是 是 是 是 是 是 是 是 是 是 是,"是的,信用联盟有9%的利息。",zh,0
560,"在实施快速支付时,请求内部检查指导的机构还制定了以随后样品为基础验证订购的货物的接收和接收的程序,而不是以传统方式进行的百分之百后付款验证为基础。",请求指导的机构不参与制定新程序。,zh,2
561,"南非牧师邀请克林顿这样做,在报纸上引用说,一旦克林顿站起来,他正在思考它会给他带来多少尴尬,因为我说,请坐下来。",一位南非牧师曾经邀请克林顿这样做。,zh,0
562,这看起来不太好。,这看起来真的很糟糕。,zh,0
563,日常使用的船只位于时尚酒吧和餐厅的脚下。,"船和船总是远离酒吧和餐厅,不是吗?",zh,2
564,一些旅行者将Molokai和Lanai添加到他们的行程中。,"莫洛卡伊和拉纳伊已经离开了,更难计划。",zh,1
565,"因此,交换的邮件数量的不平衡增加了这些国家相对较高的利率的影响。",输入和输出邮件的平衡是完全相同的。,zh,2
566,"就像他们说,我只是把它写在这样。",打字是简单的部分。,zh,1
567,"到南方,前索伦托和波西塔诺的渔村散落了阿马尔菲海岸的可怕的岩石,被认为是世界上最美丽的火车站之一。",阿马尔菲海岸远离波西塔诺。,zh,2
568,所以它是创伤性的。,罗勒海岸之旅对我来说是一个创伤性的经历。,zh,1
569,"有一个展览的高层服装,展示它是如何发展在几个世纪。",他们展示了不同类型的高潮服装。,zh,0
570,"一旦狂热的奉献结束,但是,葡萄酒流动,火柴爆炸,埃斯佩达(基巴布)树木开花,蒙特再次恢复正常363天。",蒙特是一个专门致力于崇拜的地点。,zh,2
571,足够聪明的税收和补贴系统可以引发人们对自己的情感痛苦做出准确的报告。,"统计证明,一个聪明的税收系统可以引发对情感不安的准确报告。",zh,1
572,男人在首位的饮食,"健康的饮食选择,适合老年人。",zh,0
573,"好吧,哪个站播放啊,这种类型的音乐",哪个广播电台播放大量现代基督教音乐?,zh,1
574,"但是,當然,這只是另一個說法,自由民主 - 一個Huntington的價值肯定在道德上超越替代方案 - 可能從來不會像我們那樣自然地適合某些民族。","自由民主可能不适合某些人,就像它适合我们一样。",zh,0
575,"它看起来不昂贵 - 他们在孟加拉国使用它,毕竟。","如果它是使用在孟加拉国和其他南亚,这是一个廉价的项目。",zh,1
576,"是的,它肯定是出路的途径,在哪里","是的,肯定有出路。",zh,0
577,对于我现在的地址是相同的你知道我的办公室地址,我失业了。,zh,2
578,"去州公园有六个避难所和小屏幕在区域,然后旅行拖拉机和所有途径到会议中心类型的营地,你知道空调如酒店与UH",公园几乎总是保持良好的状态。,zh,1
579,"然而,不满意和过度辩论的审计主义案例,它使一个严重,美国有明确的国家和经济利益,发现冷战是一个不寻常的习惯方式追求它们。","在冷战期间,美国按照自己的国家利益行事。",zh,0
580,"EPA估计,有560万公顷的湖泊、湖泊和湿地以及43,500英里的流域、河流和海岸被水泥排放所损害。",水泥释放对河流、流浪和湖泊产生影响,zh,0
581,"丹尼尔摇了摇,抓住我一杯啤酒。",丹尼尔给了我一杯布光。,zh,1
582,"马德里是探索西班牙的心灵和灵魂的完美基础,有丰富的迷人的日游和联合国教科文组织荣誉的三座城市距离城市仅一个小时。",大多数游客前往马德里每天旅行到附近的联合国教科文组织荣誉城市。,zh,1
583,“她对她的酱油有点无情。,她对她的酱油感到过分焦虑。,zh,0
584,"会计总局,战略人力资本管理模型,GAO-02-373SP(华盛顿,美国:马尔。",GAO可能是战略人力资本管理的模型。,zh,1
585,"如果面部在几代人的底部变得更长,它在顶部变得更短(和更宽)。",面部的形状不会在整个世代的范围内改变。,zh,2
586,"小城镇,如路易斯安层,遍布石油田,主要的火车线连接到它们之间。",石油田里有很多小镇。,zh,0
587,"这个例子的元素,重复了数以百万计的个别任务,包容了具有高生活水平的先进工业经济和低生活水平的较少发达国家之间的区别。",这个例子是关于生活水平和经济。,zh,0
588,"我的文章并不说或暗示,真正的收入增长仅反映了存款和分配增长必须是零或所有评估技术都在窗外的公司不支付分配。","我的文章并不说或意味着真正的收入增长仅反映了存款,并且股票增长必须是零或评估技术不适用于不支付股票的公司。",zh,0
589,"在大卫街的远端,寺庙山是世界上三大宗教最神圣的地方之一。",基督教和伊斯兰教是最反对寺庙的两个宗教。,zh,1
590,"在威士忌遗产中心(他们有100多种样品),在那里你可以在商店或周围的商店购买一瓶或两种个人最喜欢的瓶子。",威士忌遗产中心在禁令期间被关闭。,zh,1
