,premise,hypothesis,lang_abv,label
476,"Ум-хум да, что очень правда, вы знаете, сколько это, они говорят, что у нас в этой стране так много юристов, и я думаю, что я живу рядом с Вашингтоном в Балтиморе это что-то вроде одного из четырех людей в Вашингтоне.",В этой стране много юристов.,ru,0
477,(Это может быть похоже на Dungeons &amp,"Это может выглядеть, как говорит учитель, Дунжонс и",ru,1
478,"Возвращаясь к теме интервью знаменитостей, британские журналы опубликовали огромное количество с актрисой Кейт Уинслетом, звездой «Титаника», чтобы продвигать новый британский фильм, который она сделала.",Британские журналы бойкотировали Кейт Уинслет.,ru,2
479,"Эти креолевые мужчины и женщины, которые вы увидите танцевать, правильно перемещают свои шины и колена таким образом с детства.",Очень сложно научиться танцевать как взрослый человек.,ru,1
480,"О, да, как хорошо я знаю, что я был отпущен в прошлом году, но я был, я был счастлив, потому что я был одной из первых групп, которые уехали","Моя группа была последней группой, которая вышла из строя.",ru,2
481,"«Я точно не знаю, что произошло», — сказал я.",Вы не делаете смысла.,ru,1
482,Я тоже не полностью согласен с этим.,У меня разные причины сомневаться в каждом из них.,ru,1
483,Стратегическое управление человеческим капиталом должно быть в центре этого преобразовательного усилия.,Управление человеческим капиталом чрезвычайно важно,ru,0
484,"Вы думаете, что мне нужно беспокоиться?","Вы думаете, что мне нужно беспокоиться?",ru,0
485,"Возможно, но стрихнин является довольно быстрым препаратом в его действии.",Strychnine – очень быстрый движущийся водный поток.,ru,2
486,"Я скажу вам, что бы я не хотел, я бы не купил автомобиль, который имел пояс сиденья, где он был заложен под дверью.",Я не хочу автомобиля с поясом под дверью.,ru,0
487,"Помните, что я сказал вам, что было мудро следить за людьми, которые не рассказывали вам правду».",Здесь могут быть нечестные люди.,ru,1
488,"Да, да, и я взял пятилетнюю запись на моем автомобиле, когда я прав, когда я вышел из колледжа, и я никогда не буду делать это снова, у меня все еще есть несколько лет, чтобы пойти, и я","Я провел четыре года на машине, и это было отличным решением.",ru,2
489,"Барни Франк, D-Mass., будет записывать некоторые из лучших звуковых ударов, в то время как Реп.",Барни Франк не получит хороших цитат.,ru,2
490,"Женщина поворачивалась и вытащила два шприца, прежде чем лошадь поворачивалась и сломала остальное.","Они были в ротации на земле, захватывая свое оружие.",ru,1
491,"В соревнованиях с снижением, правила закупок были изменены, чтобы позволить агентствам большей гибкости и выбора в выборе методов закупок для приобретения объектов.","Снижение значительно помогло обеспечить предприятиям эти виды свобод, хотя и другие факторы также способствовали.",ru,1
492,Игра на бильярд тоже горячая.,"Люди любят миллиардов, потому что они расслабляются.",ru,1
493,"Возможно, мы должны подготовить милицию.",Мы должны подготовить милицию для борьбы с демонами.,ru,1
494,"О, они есть, они есть везде",Они находятся только в одной зоне.,ru,2
495,"Я думаю, что это о всех моих рассказах о домашних животных на данный момент.","Мои домашние животные до многих антиков, и я рад поделиться этими.",ru,1
496,"Никогда не будет доказан (Brit Hume, Fox News Sunday; Tony Blankley, Late Edition; Robert Novak, Capital Gang; Tucker Carlson, The McLaughlin Group).Международный путь лучше всего выражает Говард Куртц (NBC Meet the Press) — он жалуется на Брилл за неопубликованные взносы в кампанию и за преувеличение его судебного дела против Кеннет Старр, но поклоняется ему за то, что он выкладывает свет на СМИ.","Мужчину критиковали за то, что он не полностью раскрыл свой вклад в кампанию.",ru,0
497,"По мере того, как он перешёл границу, Томи с ужасной силой сдал картину на голову.",Томи перешёл границу и положил на голову картину.,ru,0
498,"Затем, все время, это было в грязном вазе в спальне г-н Инглетхорп, под нашими носами?","Вы имеете в виду, что это было глупо для нас, чтобы смотреть так далеко и тяжело, когда это было всегда правильно рядом с нами?",ru,1
499,Никто не знает многое о ранних этросканах.,"О них никто не знает, потому что они давно не существовали.",ru,1
500,"Да, все в стране заранее одобрены, я думаю","Каждый может быть одобрен, если он соответствует квалификации",ru,1
501,До конца 1960-х годов Сенат был деференциальным по отношению к (много меньшим) кандидатам в президенты.,Сенат уважал кандидатов в президенты.,ru,0
502,"Один или два, ответил Томи скромно, и погрузился в его рецитал.",Томи перестал играть.,ru,2
503,"Замок был сожжен, но было новое здание, где находился главный замок.","Было здание, когда-то были палаты.",ru,0
504,"ФКК опубликует уведомление в Федеральном реестре, когда такое одобрение будет предоставлено.",После получения одобрения ФКК не будет публиковать уведомление в Федеральном реестре.,ru,2
505,Что вы будете делать по этому поводу?» — Тюппенс резко потрясался.,"Тюппенс был обеспокоен тем, что ничего не может быть сделано.",ru,1
506,"Или, допустимость может быть ограничена тем, кто уже был беременным, или, по крайней мере, сексуально активным; тем, кто старше 13 лет или младше 21 года; или какой-либо комбинации из них.","Квалификация ограничена тем, кто старше 13 лет, вполне возможно.",ru,1
507,hm oh это oh это велико uh-huh вы получаете полные выгоды,"Это прекрасно для вас, но не для кого-то другого.",ru,1
508,"Большинство Франции с энтузиазмом вошли в Первую мировую войну, и вышли из нее победоносные, но белые.",Большая часть Франции поддерживала WWI.,ru,0
509,"Инициируются шаги, которые позволяют членству в совете программ отражать доступную для клиентов сообщество и включают в себя представителей финансирующего сообщества, корпораций и других партнеров.",В состав комитета входят те из финансирующего сообщества и корпораций.,ru,0
510,"Я знаю, потому что я думаю, что я читал, я читал это десять лет назад, что они имели эти большие уху-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-у-",Я на самом деле не знакома с политикой.,ru,2
511,"Он сам трудится в фальшивом фрете; делает некоторые вычитанные, полусердечные гонзо письма; затем собирает проверку жира.","Он не собирает большой чек в обмен на то, что он сам работает в фальшивой фракции.",ru,2
512,"Мы думаем о том, чтобы поставить одну из этих",Мы планируем купить один из них завтра.,ru,1
513,Футбол и бейсбол и,Футбол и бейсбол.,ru,0
514,"У них есть парень по имени Герб Уильямс, который, по моему мнению, должен был занять место Тарплея, но он просто не обладает агрессивными навыками.",Херб Уильямс и Тарпли на паре по навыкам.,ru,2
515,Ум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум-хум,Просы и недостатки вокруг этого вопроса были потрясающими для моих друзей.,ru,1
516,"Расположенный на степной полосе, высокий в Галилейских холмах, Сафед (известный также как Тзфат, Цфат, Сефат и Зефат) является приятным деревенским городом с населением около 22 000 человек.","Сафед - это деревня, которая идет по многим другим названиям.",ru,0
517,"На сегодняшний день, однако, количество почтовых частей, потерянных в альтернативных способах оплаты счетов, слишком мало, чтобы иметь какой-либо материальный эффект на объем первого класса.",Количество утраченной почты огромно и действительно влияет на объем почты,ru,2
518,"Она похоронила его останки, чтобы спасти мать ужасным зрением.",Остатки были причиной скорби для ее матери.,ru,1
519,За всю войну он никогда не выкладывал в качестве консервации усилия по сохранению нефти.,Всю войну мы охраняли нефть и пытались ее украсть.,ru,2
520,"Вы уверены, что вы ни в коем случае не раскрыли свою личность?» — Томи шокировал голову.","Вы уверены, что вы ни в коем случае не раскрыли, что ваше последнее имя - Смит?",ru,1
521,"Концентрации пестицидов не должны превышать, где они доступны, ценности хронических критериев качества окружающей среды воды USEPA.",Никакой назначенной стоимости для максимальной концентрации пестицидов в воде нет.,ru,2
522,"Нижние и верхние границы ПМСД были определены из 10-го и 90-го процентилов, соответственно, данных ПМСД из WET Interlaboratory Variability Study (USEPA, 2001a; USEPA, 2001b).",WET Interlaboratory Variability Study EPA служила ссылкой на верхние и нижние числа PMSD.,ru,0
523,Все эти сайты автоматически ведут к веб-сайту Джорджа Дубавьи (www.georgewbush.com).,Эти сайты все темы вокруг Джорджа В. Буша.,ru,1
524,"Вы знаете, и он говорил о том, что он говорил о том, что никто не разбился, платив тридцать процентов.","Он сказал, что при оплате более 30 процентов, это не так, как будто кто-то когда-либо разбился.",ru,0
525,Я тебя не останавливаю».,Я не хочу вас остановить.,ru,1
526,В настоящее время она граничит старыми колоннами и покрыта дорогостоящими магазинами.,Теперь она окружена старыми стулками и дорогостоящими магазинами.,ru,0
527,"Нобелевские статьи Герта не упоминают доклад ЦРУ, заключающий, что безопасность США не была повреждена аварийным обзором 1996 года.","Гэрт оставил важную информацию, чтобы статья выглядела лучше.",ru,1
528,Это был вид двойного знака с большим километром в час и небольшим километром в час.,"Сигнал, который показывает только Mph.",ru,2
529,"Анализ, представленный здесь, является попыткой обсудить второй аргумент.","Второй аргумент заключается в том, что темпы роста не могут повышаться без новых стенок в офисной лобби.",ru,1
530,"Так что мы были здесь хорошо, действительно в доме с декабря, и мы были uh посадить цветы, которые мы никогда не могли посадить в Сан-Антонио uh","Мы посадили цветы, которые невозможно было посадить, когда мы были в Сан-Антонио.",ru,0
531,"Это просто нравственность людей, что я имею в виду, я думаю, что мы все ответственны за общество, но если у меня есть ребенок, что это делается так плохо, это не то, что они не заботятся о каком-либо из этих людей, они крадут от них, они просто великий плохой богатый человек.","Если мой ребенок украдет от других, это будет потому, что он думает, что они слишком богаты.",ru,0
532,Кандидаты должны представить набор отпечатков пальцев для проверки ФБР.,Кандидаты должны представить набор отпечатков пальцев для проверки ФБР для обеспечения безопасности.,ru,1
533,"Вы хорошо, это не только то, что здесь достаточно рабочих мест для людей сейчас","Это не только то, что люди могут найти работу здесь проще сейчас",ru,0
534,"Несмотря на недавнюю реконструкцию, Meadows Mall является наименее привлекательным из трех предгородных центров.","Медовс-Молл не привлекателен, потому что он грязный и насыщенный, а магазины ужасные.",ru,1
535,"Vaikuntaperumal - это храм Вишну того же периода, известен своей возвышенной колонадой живо скульптурных рельефов, показывающих многочисленные изобретения королей Палавы.",Скульптурные рельефы в храме Вишну изображают истории о королях Палавы.,ru,0
536,Мелатонин,В нем нет мелатонина.,ru,2
537,Но есть многое другое.,Есть многое большее.,ru,0
538,Повторно платить за это,Долг остался для накопления.,ru,2
539,Это было засыпание и 125-часовая последовательность ходьбы Повышенный почтовый объем маршрута перевозчика в 1996 году.,Усовершенствованный транспортный маршрут был введен до 1997 года.,ru,0
540,"Другие деревни гораздо менее развиты, и в них лежит суть многих удовольствий.",Другие деревни и поселения не так развиты.,ru,0
541,Для этого стоит путешествие.,Ничего не стоило.,ru,2
542,"Да, а затем примерно каждые пять лет вы должны погрузить их и выбросить их и начать снова, они не сохраняются навсегда.","Вы должны высаживать их каждые пять лет, бросать их, а затем начать все снова.",ru,0
543,"С его второго взгляда Джон увидел, что Сан-Доро разговаривает с гораздо большим мужчиной.","Сан-Доро сражался с сильным, темным человеком.",ru,1
544,"Ах, ма фе, нет! ответил Поирот искренне.","Я спросил Поиро, нравится ли ему кошка, и он сказал «нет».",ru,1
545,"Помните, что там более 844 миллионов индейцев, и многие из них будут двигаться в то же время, как вы будете, поэтому конкурируя за места в самолете и гостиничные комнаты.",Население Индии составляет менее 500 миллионов человек.,ru,2
546,"Я проснулся и ждал, пока не судил, что это должно быть около двух часов утром.",Я заснул до полуночи и не проснулся до шести утра.,ru,2
547,"И не только то, что он открывает вас для телефонных запросов",Он также открывает дверь для перемещения маркетинговых звонков.,ru,0
548,Кто? спросил Томи.,Томи беспокоился о личности человека.,ru,0
549,"1) ФБР разведывательные файлы свидетельствуют о том, что Демократический фондовый разведыватель Мария Хсия была китайским агентом.","Мария Хсиа является републиканским финансистом, о котором ФБР имеет информацию.",ru,2
550,"Его рука поднялась над его глазами, отрезав блеск.","Все было темно, и он ничего не видел.",ru,2
551,"Кампания, похоже, достигает нового полюса участников.",Новые люди решили пожертвовать причине,ru,0
552,FCC создала две трети малого бизнеса для этой услуги с одобрением SBA.,"Хотя FCC до сих пор ждет одобрения SBA, они решили создать только один уровень.",ru,2
553,"Да, это и есть мировая лига",Это не мировая лига,ru,2
554,"Я знаю, что я не так много uh-huh",Я много не делал.,ru,0
555,"Да, это действительно не иммиграция.",В этом и заключается фокус иммиграции.,ru,2
556,Самая странная роль реверсии идет прямо сейчас и беспокоит саму демократию.,Обратная роль в отношении демократии является чисто положительной.,ru,1
557,[Необходима бесплатная регистрация.,Это не требует бесплатной регистрации.,ru,2
558,"Мы слышали, видели эту модель раньше.",Мы никогда раньше не видели или не слышали этого образа.,ru,2
559,"Кредитный союз имеет девятипроцентный процент, так что так","Да, и есть девять процентных ставок для кредитного союза.",ru,0
560,"Агентства, запрашивающие руководство по внутренним контролям при осуществлении быстрого оплаты, также разработали процедуры для проверки получения и принятия заказанных товаров на основе послефактного образца, а не на основе 100-процентной проверки после оплаты, как это традиционно делается.","Агентства, запрашивающие руководство, не участвовали в разработке новых процедур.",ru,2
561,"Южноафриканский священник, который пригласил Клинтон сделать это, цитируется в газете так, что, когда Клинтон встал, он думал о том, насколько его стыдно было бы, когда я сказал: «Пожалуйста, сидите».",Южноафриканский священник когда-то пригласил Клинтон сделать это в цитированном документе.,ru,0
562,Это не выглядит хорошо.,Это действительно выглядит плохо.,ru,0
563,Корабли в ежедневном использовании находятся в ногах модных баров и ресторанов.,"Корабли и корабли всегда остаются далеко от баров и ресторанов, не так ли?",ru,2
564,Некоторые путешественники добавляют Молокай и Лайнаи к своим маршрутам.,Молокай и Лайны выходят из пути и труднее планировать.,ru,1
565,"Таким образом, дисбаланс в объеме размещенной почты усиливает эффект относительно более высоких тарифов в этих странах.",Баланс между входящей и выходящей почтой полностью равен.,ru,2
566,"О, как если они скажут, что я просто вписываю его в такой",Исключение – это легкая часть.,ru,1
567,"На юг, бывшие рыболовные деревни Соренто и Позитано разбросают грязные скалы серпентинского побережья Амалфи, обоснованное одним из самых красивых движений в мире.",Побережье Амалфи находится далеко от Позитана.,ru,2
568,Так что это было травматично.,Поездка на берег Роллера для меня была травматическим опытом.,ru,1
569,"Есть выставка высокой одежды, показывающая, как она развилась в течение веков.",Они показывают различные виды высокой одежды.,ru,0
570,"Однако, как только закончится приверженность, винные потоки, пожарные взрываются, эспетада (кебаб) процветает, и Монте возвращается к норме еще на 363 дня.","Монте - это место, посвященное исключительно божественному преданию.",ru,2
571,Достаточно умная система налогов и субсидий может побудить людей делать точные отчеты о собственной эмоциональной тревоге.,"Статистически доказано, что умная система налогов может вызвать точные отчеты о эмоциональном тревоге.",ru,1
572,Диета для мужчин в их премьере,Здоровые варианты питания для мужчин в оптимальном возрасте.,ru,0
573,Какая станция играет этот тип музыки,Какая радиостанция играет много современной христианской музыки?,ru,1
574,"Но, конечно, это всего лишь другой способ сказать, что либеральная демократия — ценность Хантингтона, безусловно, превосходит альтернативы морально — может никогда не подходить некоторым народам так естественно, как она подходит нам.","Либеральная демократия может не подходить некоторым людям так хорошо, как она подходит нам.",ru,0
575,"Это не кажется дорогостоящим — они используют его в Бангладеш, в конце концов.","Если он используется в Бангладеш и в остальной части Южной Азии, то это дешевый товар.",ru,1
576,"Да, это, безусловно, выход из пути, где","Да, конечно, есть и выход.",ru,0
577,"Для меня сейчас адрес тот же, что и ты знаешь мой офис адрес",Я безработный,ru,2
578,"Выходите в государственные парки с шестью приютами и небольшими сканируемыми в районах, а затем путешествуйте по трейлерам и по всей дороге до лагеря типа конференц-центр, которые имеют ух вы знаете кондиционирование, как гостиницы с ух",Государственные парки почти всегда сохраняются в хорошем состоянии.,ru,1
579,"Однако неудовлетворенный и преувеличенный ревизионистский случай сделал серьезным то, что Соединенные Штаты имели четкие национальные и экономические интересы и нашли холодную войну необычайно скромным способом их преследовать.",Во время холодной войны Соединенные Штаты действовали в соответствии со своими национальными интересами.,ru,0
580,"По оценкам EPA, 5,6 миллиона акров озер, эстуар и влажных земель и 43 500 миль потоков, рек и побережья ухудшаются выбросами жидкости.","Освобождение жидкости оказывает влияние на реки, потоки и озера.",ru,0
581,"Даниэль поцеловал, поцеловал мне стакан пива.",Даниил получил мне стакан Буд-Светла.,ru,1
582,"Мадрид является идеальной базой для исследований в сердце и душу Испании, с богатством захватывающих дневных поездок и трио почетных городов ЮНЕСКО всего за час от города.","Большинство посетителей Мадрида совершают ежедневные поездки в близлежащие города, почетные ЮНЕСКО.",ru,1
583,«Она становится немного обсессивной по поводу своей сосы.,Она становится слишком концентрирована на своем соусе.,ru,0
584,"Генеральная бухгалтерская служба, Модель стратегического управления человеческим капиталом, GAO-02-373SP (Вашингтон, Д.К.: Мар.",GAO может быть моделью стратегического управления человеческим капиталом.,ru,1
585,"Если лицо становится дольше внизу в течение поколений, то оно становится короче (и шире) вверх.",Форма лица не меняется на протяжении поколений.,ru,2
586,"Маленькие города, такие как Луизианский слой, рассеялись по Нафтовым полям; главная железнодорожная линия пересекалась между ними.",На нефтяных полях было много небольших городов.,ru,0
587,"Элементы этого примера, повторяемые на протяжении миллионов индивидуальных задач, вписывают разницу между развитой промышленной экономикой с высоким уровнем жизни и менее развитой страной с низким уровнем жизни.",Этот пример относится к стандартам жизни и экономике.,ru,0
588,"Моя статья не говорит или предполагает, что реальный рост прибыли отражает только выручки и что рост дивидендов должен быть нулевым или что все методы оценки выходят из окна для компаний, которые не платят дивиденды.","Моя статья не говорит или не предполагает, что реальный рост прибыли отражает только выручки и что рост дивидендов должен быть нулевым или что методы оценки не используются для компаний, которые не платят дивиденды.",ru,0
589,"На дальнем конце улицы Давида, Храм Гора является одним из самых священных мест в мире для трех основных религий.","Христианство и ислам – две религии, которые больше всего обращают храм.",ru,1
590,"Попробуйте подбор в Whisky Heritage Centre (они имеют более 100 для вас на пробку), где вы можете купить бутылку или два из ваших личных любимых в магазине или в магазинах по всему городу.",Центр наследия виски был закрыт во время запрета.,ru,1
591,"Аудиторы настоятельно рекомендуются соблюдать инструкцию, предоставленную GAGAS.","Возможно, есть и другие правительственные органы, которые предоставляют руководство аудиторам.",ru,1
592,"Кроме того, Дублин Туризм планирует и подписывает три самопроводимых прогулок по городу, которые вы можете следовать, используя предоставленные брошюры.",Самоуправляемые экскурсии в Дублине нелегко следовать.,ru,1
593,"Но даже руководители, которые пытаются оставаться в курсе этих сил, часто собирают свою информацию анекдотно или неформально.",Менеджеры предлагают сотрудникам льготы в обмен на информацию.,ru,1
594,И теперь здесь они ставят его в коме».,"Никто не находится в коме, потому что они никогда здесь не были.",ru,2
595,Он выбрал Мег Райан.,Джон Дой был избран.,ru,2
596,"Во-вторых, снижение скорости передачи ВИЧ ни в коем случае не единственная социальная цель стоит, если бы это было, мы бы полностью запретили секс.","Снижение передачи ВИЧ так же важно, как и уменьшение злоупотребления наркотиками.",ru,1
597,"Ум-хум да, что очень правда, вы знаете, сколько это, они говорят, что у нас в этой стране так много юристов, и я думаю, что я живу рядом с Вашингтоном в Балтиморе это что-то вроде одного из четырех людей в Вашингтоне.",В этой стране практически нет юристов.,ru,2
598,"Поскольку правила были выпущены как временные правила, а не как общие уведомления о предложенном правительстве, они не подпадают под действие Закона о реформе нефинансированных мандатов 1995 года.","Правила были выданы как временные правила, а не общие уведомления о предложенном решении.",ru,0
599,Я не знаю.,Я уверен.,ru,2
600,"Стражник гробницы откроет двери в туннель и даст вам свечу, чтобы исследовать небольшую кружную катакомбу, но за то, что мало вы можете увидеть, это едва ли стоит усилий.",Градина гробницы может дать вам тщательную экскурсию по катакомбусам.,ru,1
601,"В краткосрочной перспективе американские потребители получат выгоду от дешевого импорта (как и американские многонациональные компании, которые используют части, изготовленные на заводах Восточной Азии).",Со временем американские потребители будут вкладывать деньги в карманы Восточной Азии.,ru,1
602,"Вы знаете, что от них ушло много времени, мы вышли, чтобы узнать о местах, где вы обычно принимаете детей, и у нас было много развлечений, но кажется, что время прошло так быстро, что","Время прошло слишком быстро, когда мы веселились с детьми.",ru,0
603,правой они оставили женщину и ребёнка или кошку овцу да,"Они позволяют женщине и ребенку оставаться, или это может быть кошка или овца.",ru,0
604,В шестилетнем исследовании ученые кормили собак и других животных радиацией курицы и не нашли никаких доказательств повышенного рака или других токсичных эффектов.,"Ученые давали животным излученные курицы, и они были хороши.",ru,0
605,"О, я буду ставить, что они сделали","Я уверен, что они этого не сделали.",ru,2
606,Сейчас я занята.,В настоящее время я не свободен.,ru,0
607,"Шестьдесят процентов американцев разочарованы и раздражены системой здравоохранения, а 70 процентов поддерживают федеральную интервенцию.",Большинство американцев хотят видеть значительные изменения в системе здравоохранения.,ru,0
608,"«Вы не собираетесь выходить за него замуж, вы слышите?» — сказал он диктаторски.",«Вы не будете принимать его как своего мужа и бежать».,ru,1
609,"Мадрид является идеальной базой для исследований в сердце и душу Испании, с богатством захватывающих дневных поездок и трио почетных городов ЮНЕСКО всего за час от города.",Не существует достопримечательных городов ЮНЕСКО в течение часа езды от Мадрида.,ru,2
610,Тип строительного сезона сезон да,Похожие на строительный период.,ru,0
611,Международный фестиваль Эдинбурга (с 1947 года) признан одним из самых важных художественных фестивалей в мире.,Международный фестиваль в Эдинбурге проводится ежегодно с 1947 года.,ru,0
612,Вы найдете галереи во всех крупных городах и в некоторых небольших деревнях.,Большие города запретили существование галерей.,ru,2
613,"Он утверждал, что эти губернаторы поделились конгресс-республиканской повесткой, посвященной 1994 году Договору с Америкой.",Губернаторы были гневными людьми,ru,1
614,"На улице Эль-Хурия вы найдете неоклассическую фасаду Греко-римского музея с прекрасной коллекцией как римских, так и птолемейских артефактов, найденных вокруг города и под водой порта, вместе с многими древними египетскими произведениями.",Музей окрашен и не имеет артефактов или выставок.,ru,2
615,За пределами собора вы найдете статую Джона Кнокса с Библией в руке.,"Джон Кнокс погрузился в темноту, не имея для него воспоминаний.",ru,2
616,Многие готические и ренесансные здания были благоприятно восстановлены.,Готические и ренесансные здания были ужасно игнорированы.,ru,2
617,"Алонисос был заселен дольше, чем любой другой Эгейский остров, по оценкам археологов с 100 000 до н.э., и был оценен многими лидерами в классическую греческую эпоху.","Археологи, которые проверяют место, все, но уничтожили его из-за их ограбления.",ru,1
618,"Реп. Чарльз Рангель, Д-Н.И.: Я бы сказал, что если бы у вас были члены ККК, которые не были напрямую связаны с убийством — что они не совершали убийство — что 90 лет [в тюрьме] было бы чрезмерным.","Репортер Чарльз Рангель хочет, чтобы все члены ККК провели 90 лет в тюрьме.",ru,2
619,"Остальные части севера, хотя и узкие, трудно исследовать.",Остальные северные страны сталкиваются с серьезным вызовом.,ru,0
620,"После того, как это пришло в уши его мамы, она облагала его с ним вечером до ее смерти, и произошло столкновение, часть которого была услышана.",Любовь началась за несколько минут до ее смерти.,ru,2
